name,sub_type_label,sub_type_extra,sub_type,category,line_name,place_id,completion_year,type,city,district,public_type,curriculum_offered,latitude,longitude
Sekolah Kebangsaan Seri Bintang Utara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.12167,101.735162
Sekolah Menengah Kebangsaan Taman Maluri,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.14085,101.73
Sekolah Menengah Kebangsaan Cochrane Perkasa,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.134798,101.724891
Sekolah Jenis Kebangsaan (Tamil) Kg Pandan,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.14227,101.73700000000001
Sekolah Menengah Kebangsaan Aminuddin Baki,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.14012,101.728
WOU - Wawasan Open University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.122304,101.7298773
Sekolah Menengah Kebangsaan Seri Bintang Utara,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.121022,101.734586
Sekolah Kebangsaan Taman Maluri,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1422,101.729
Sekolah Kebangsaan Tun Hussein Onn,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1432700000000002,101.73899999999999
Sekolah Kebangsaan Cheras Indah,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.125906,101.746178
Sekolah Menengah Kebangsaan Seri Bintang Selatan,Secondary,['SM Kebangsaan'],cluster,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.11895,101.735
Sekolah Kebangsaan Seri Bintang Selatan,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1183419999999997,101.734879
Sekolah Jenis Kebangsaan (Tamil) Cheras,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.12698,101.72200000000001
Sekolah Menengah Kebangsaan Convent Jalan Peel,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1313299999999997,101.721
Sekolah Kebangsaan Convent Jln Peel,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.13153,101.72
Sekolah Kebangsaan Pendidikan Khas Jln Peel,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1309299999999998,101.72
Sekolah Kebangsaan Jalan Peel,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.13058,101.72
Brainy Bunch -  Desa Pandan,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1469,101.738
Brainy Bunch -  Pandan Indah,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.128703,101.751308
Sekolah Jenis Kebangsaan (Cina) Naam Kheung,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.118618,101.724609
Sekolah Menengah Kebangsaan Miharja,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1214720000000002,101.72166899999999
Sekolah Kebangsaan Jalan Pasar 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1368,101.71799999999999
Sekolah Kebangsaan Desa Pandan,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.14973,101.738
Sekolah Kebangsaan Pandan Indah,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1255509999999997,101.75196899999999
TMC College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.124114,101.718625
Sekolah Kebangsaan Seri Cheras,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.11503,101.728
Sekolah Menengah Kebangsaan Puterijaya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.13597,101.71700000000001
Sekolah Kebangsaan Pandan Perdana,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.114973,101.743601
Sekolah Menengah Kebangsaan Pandan Indah,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.12282,101.752183
Sekolah Menengah Kebangsaan (P) Pudu,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.131774,101.714903
Sekolah Kebangsaan Taman Nirwana,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.143081,101.751851
Sekolah Jenis Kebangsaan (Cina) Chin Woo,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.136857,101.715086
HELP CAT - HELP College of Arts and Technology,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.128314,101.714417
Sekolah Jenis Kebangsaan (Cina) Kung Min,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.1364349999999996,101.714125
Sekolah Kebangsaan (P) Pudu 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1311,101.713
Sekolah Kebangsaan Dato Abu Bakar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1404549999999998,101.714303
Sekolah Jenis Kebangsaan (Cina) Chong Fah Phit Chee,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.1387,101.713382
The International School of Kuala Lumpur (ISKL),Early years Elementary Middle High,None,early years,education,None,,None,International School,None,None,None,International Baccalaureate (IB) American,3.154265,101.739499
Sekolah Menengah Kebangsaan (P) Bandaraya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.140675,101.713824
Sekolah Kebangsaan Taman Muda,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.120505,101.7561
Sekolah Menengah Kebangsaan Cheras,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.10927,101.727
TreeTop House,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1544849999999998,101.725026
The children's house - U-Thant,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1534791,101.722923
EtonHouse International School Kuala Lumpur,Primary Preschool,None,primary,education,None,,None,International School,None,None,None,International Baccalaureate (IB),3.1527,101.7216
Sekolah Menengah Kebangsaan Dato' Onn,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.13377,101.71
Sekolah Kebangsaan Kg Cheras Baharu,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.111171,101.74976
Sekolah Jenis Kebangsaan (Cina) Chung Kwo,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.132858,101.709187
YTL International College of Hotel Management,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.147193,101.713901
Sekolah Jenis Kebangsaan (Tamil) Jln San Peng,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.13388,101.709
The children's house - Ampang,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1583914,101.73086590000001
Klinik Kesihatan Cheras ,Clinic,None,clinic,healthcare,None,,None,Government,Bandar Tun Razak,Kuala Lumpur,None,None,3.122382,101.730201
Tags Specialist Center,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1223202000000003,101.7292372
Klinik Kesihatan Kampung Pandan,Clinic,None,clinic,healthcare,None,,None,Government,Kampung Pandan,Kuala Lumpur,None,None,3.144239,101.732539
Pantai Hospital Ampang,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1279169999999996,101.75234
Beverly Wilshire Medical Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.145724,101.721688
Cheras Specialist Maternity Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.11293,101.7295898
Pusat Perubatan Prince Court,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.148735,101.72198940000001
Pudu Specialists Centre Sdn. Bhd.,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1395436,101.7106694
Pandan Jaya,LRT,None,lrt,transportation,LRT Ampang Line,,1996,None,None,None,None,None,3.1304492,101.7382688
Cheras,LRT,None,lrt,transportation,LRT Sri Petaling Line,,1998,None,None,None,None,None,3.123772,101.7283342
Maluri,LRT,None,lrt,transportation,LRT Ampang Line,,1996,None,None,None,None,None,3.123772,101.7283342
Aeon Maluri,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.124404,101.727188
Pandan Indah,LRT,None,lrt,transportation,LRT Ampang Line,,1996,None,None,None,None,None,3.1347269,101.7467121
Cochrane,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.132294,101.722939
Chan Sow Lin,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.1289119999999997,101.716437
Tun Razak Exchange (Trx),MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.142988,101.719738
Cempaka,LRT,None,lrt,transportation,LRT Ampang Line,,1996,None,None,None,None,None,3.1384783,101.75305290000001
Tun Razak Exchange,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.143569,101.719711
Chan Sow Lin,LRT,None,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,1998,None,None,None,None,None,3.1281047,101.7156366
Taman Pertama,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.11262,101.729256
Miharja,LRT,None,lrt,transportation,LRT Ampang Line,,1996,None,None,None,None,None,3.1209905,101.7178829
Pudu,LRT,None,lrt,transportation,LRT Ampang Line | LRT Sri Petaling Line,,1998,None,None,None,None,None,3.1348902,101.7119668
Cahaya,LRT,None,lrt,transportation,LRT Ampang Line,,1996,None,None,None,None,None,3.1405898,101.7566128
Conlay,MRT,None,mrt,transportation,MRT Sungai Buloh-Serdang-Putrajaya Line,,2022,None,None,None,None,None,3.149649,101.718889
Garden International School,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.16799,101.648877
Trinity Kids - Summer Suites KL,Primary Preschool,None,primary,education,None,,None,Preschool,None,None,None,International,3.167454,101.646384
Trinity Kids - Mont Kiara,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,International,3.1674535,101.644195
Brainy Bunch  - Sri Hartamas,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1605,101.6504
Garden International School Early Years Centre,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.158849,101.64733299999999
Sekolah Kebangsaan Seri Hartamas,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.16077,101.654
Sekolah Menengah Kebangsaan Seri Hartamas,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.15748,101.647
The children's house - Aman Walk,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1722407,101.65481940000001
Mont'Kiara International School (MKIS),Elementary Middle High Kindergarten,None,elementary,education,None,,None,International School,None,None,None,International Baccalaureate (IB) American,3.1737515,101.65315859999998
Sekolah Kebangsaan Bkt Damansara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.15677,101.656
Lycee Francais de Kuala Lumpur (LFKL),Primary Secondary Kindergarten,None,primary,education,None,,None,International School,None,None,None,French,3.1790657,101.653807
The children's house - Mont Kiara,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1735011,101.6626137
Cempaka International School - Damansara Heights Campus,Primary Secondary,None,primary,education,None,,None,International School,None,None,None,International Baccalaureate (IB),3.1517157000000005,101.65698090000001
MFA - Malaysian Flying Academy,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.159607,101.664939
Sekolah Kebangsaan Segambut Makmur,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1811,101.65700000000001
Sekolah Kebangsaan Kiaramas,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.17662,101.663
Trinity Kids - Solaris Dutamas,Primary Preschool,None,primary,education,None,,None,Preschool,None,None,None,International,3.1708952,101.666093
The children's house - Bruas,Early years,None,early years,education,None,,None,Preschool,None,None,None,Montessori,3.1508163,101.6593989
The children's house - Batai,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1507322,101.6592786
Sekolah Menengah Kebangsaan Kiaramas,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.17865,101.663
Eaton School House,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1501639,101.66203359999999
Brainy Bunch -  Segambut (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1852185,101.6537584
Sekolah Menengah Kebangsaan Segambut Jaya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.18552,101.65299999999999
Hi-5 House of Learning,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.1502991000000002,101.6647551
Sekolah Stella Maris - Medan Damansara,Primary Secondary,None,primary,education,None,,None,Private School,None,None,None,Local Curriculum,3.1437672,101.6562058
Sekolah Kebangsaan Sg Penchala,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.165438,101.625782
Sekolah Kebangsaan Taman Seri Sinar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.18827,101.654
Sekolah Menengah Kebangsaan Sinar Bintang,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1886799999999997,101.645
Sekolah Jenis Kebangsaan (Cina) Kepong 3,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.18853,101.640709
Kolej Tingkatan Enam Desa Mahkota,Secondary,['Kolej'],secondary,education,None,,None,Public School,None,None,['Kolej'],None,3.188694,101.639831
The International School @ Parkcity,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,British,3.1879,101.6376
Sekolah Kebangsaan Seri Kepong,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1912700000000003,101.647
HELP University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.152199,101.67129200000001
Sekolah Kebangsaan Taman Tun Dr. Ismail (2),Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1456,101.631
Hibiscus International School,Primary Secondary Early years,None,primary,education,None,,None,International School,None,None,None,British,3.1900275000000002,101.6602254
Global Doctors Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1683383,101.6488143
KLSMC Hospital,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.152311,101.665472
Parkcity Medical Centre,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1894857000000005,101.63829009999999
Manulife Semantan,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.1509419999999997,101.665245
Segambut,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,1995,None,None,None,None,None,3.1863889,101.6638889
Pavillion Damansara Heights Pusat Bandar Damansara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.143259,101.6623
United Point,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,2019,None,None,None,None,None,3.1916919999999998,101.655263
Sekolah Menengah Kebangsaan Bukit Bandaraya,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.14282,101.67200000000001
Sekolah Kebangsaan Bukit Bandaraya,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1376,101.671
Sekolah Stella Maris - Medan Damansara,Primary Secondary,None,primary,education,None,,None,Private School,None,None,None,Local Curriculum,3.1437672,101.6562058
Hi-5 House of Learning,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.1502991000000002,101.6647551
Eaton School House,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1501639,101.66203359999999
Safari Kid,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1348015,101.65910190000001
The children's house - Batai,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1507322,101.6592786
The children's house - Bruas,Early years,None,early years,education,None,,None,Preschool,None,None,None,Montessori,3.1508163,101.6593989
Brainy Bunch - Bangsar,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1310801,101.665882
The children's house - Bangsar,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.1310000000000002,101.6678
Cempaka International School - Damansara Heights Campus,Primary Secondary,None,primary,education,None,,None,International School,None,None,None,International Baccalaureate (IB),3.1517157000000005,101.65698090000001
HELP University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.152199,101.67129200000001
Sekolah Kebangsaan Bukit Pantai,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1284799999999997,101.666
Sekolah Menengah Kebangsaan Bangsar,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.132561,101.676511
Sekolah Kebangsaan Bkt Damansara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.15677,101.656
MFA - Malaysian Flying Academy,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.159607,101.664939
Sekolah Jenis Kebangsaan (Tamil) Jalan Bangsar,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.128774,101.67873399999999
Sekolah Kebangsaan Seri Hartamas,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.16077,101.654
Brainy Bunch - KL Sentral (new),Elementary Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1338793999999996,101.68479959999999
Universiti Teknologi Malaysia (Utm) Kl Campus,Tertiary,['Public University'],tertiary,education,None,,None,Public University,None,None,['Public University'],None,3.1390029999999998,101.686854
Brainy Bunch  - Sri Hartamas,Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1605,101.6504
Sekolah Menengah Kebangsaan Seri Hartamas,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.15748,101.647
Garden International School Early Years Centre,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,British,3.158849,101.64733299999999
Sekolah Kebangsaan La Salle (1) Brickfields,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1273779999999998,101.684016
Global Indian International School (GIIS),Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,Cambridge,3.1279,101.68482
Sekolah Menengah Kebangsaan Vivekananda,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.12968,101.686
Sekolah Jenis Kebangsaan (Cina) St. Teresa Brickfields,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.127669,101.684754
Sekolah Menengah Kebangsaan La Salle Brickfields,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.12767,101.685
PIDC - Penang International Dental College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.127789,101.643403
Sekolah Jenis Kebangsaan (Tamil) Vivekananda,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.13063,101.68700000000001
Brickfields Asia College (BAC) Kuala Lumpur,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.133554,101.688714
Havil International School,Primary Secondary,None,primary,education,None,,None,International School,None,None,None,Cambridge,3.1284,101.6863
Sekolah Kebangsaan St. Teresa Brickfields 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1267419999999997,101.685199
Sekolah Kebangsaan Bangsar,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.11627,101.67
Meritus University,Tertiary,None,tertiary,education,None,,None,Private University,None,None,None,None,3.118572,101.676691
Sekolah Kebangsaan Brickfields 1,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.130492,101.68828
Sekolah Kebangsaan Brickfields 2,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.130909,101.688732
Sri Dasmesh International School,Primary Secondary,None,primary,education,None,,None,International School,None,None,None,British,3.115598,101.669411
KLSMC Hospital,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.152311,101.665472
Pantai Hospital Kuala Lumpur,Hospital,None,hospital,healthcare,None,,None,Private,None,None,None,None,3.1196951,101.66656970000001
Pavillion Damansara Heights Pusat Bandar Damansara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.143259,101.6623
Manulife Semantan,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.1509419999999997,101.665245
Bangsar,LRT,None,lrt,transportation,LRT Kelana Jaya Line,,1998,None,None,None,None,None,3.12748,101.679034
KL Sentral,ERL,None,erl,transportation,ERL KLIA Transit Line | ERL KLIA Ekspres Line,,2002,None,None,None,None,None,3.1341667,101.68611109999999
KL Sentral,KTM Komuter,None,ktm komuter,transportation,KTM Seremban Line | KTM Port Klang Line,,1995,None,None,None,None,None,3.1341667,101.68611109999999
KL Sentral,LRT,None,lrt,transportation,LRT Kelana Jaya Line,,1998,None,None,None,None,None,3.13442,101.68625
Muzium Negara (Kl Sentral),MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.1372430000000002,101.68710300000001
Eco City,KTM Komuter,None,ktm komuter,transportation,KTM Port Klang Line,,2018,None,None,None,None,None,3.119946,101.674018
Abdullah Hukum,LRT,None,lrt,transportation,LRT Kelana Jaya Line,,1998,None,None,None,None,None,3.118749,101.67294229999999
Phileo Damansara,MRT,None,mrt,transportation,MRT Sungai Buloh-Kajang Line,,2017,None,None,None,None,None,3.12915,101.64285799999999
KL Sentral,Monorail,None,monorail,transportation,KL Monorail,,2003,None,None,None,None,None,3.1326072999999997,101.6878388
Kerinchi,LRT,None,lrt,transportation,LRT Kelana Jaya Line,,1998,None,None,None,None,None,3.1154557,101.66854040000001
Sekolah Jenis Kebangsaan (Tamil) Ladang Edinburgh,Primary,['Jenis Kebangsaan (T)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (T)'],None,3.2025799999999998,101.633
Sekolah Menengah Kebangsaan Taman Bukit Maluri,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.20245,101.634
Sekolah Kebangsaan Taman Bukit Maluri,Primary,['Kebangsaan'],cluster,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.2037,101.633
Sma Kuala Lumpur,Secondary,['SMK Agama'],secondary,education,None,,None,Public School,None,None,['SMK Agama'],None,3.1973700000000003,101.626
Brainy Bunch - Bandar Manjalara (new),Elementary High Kindergarten,None,elementary,education,None,,None,Preschool,None,None,None,Montessori,3.1938767000000006,101.6301282
Sekolah Menengah Kebangsaan Menjalara,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.193501,101.636275
Sekolah Kebangsaan Menjalara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.193969,101.637578
Sekolah Kebangsaan Bandar Baru Sri Damansara,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.206248,101.62431600000001
Sekolah Jenis Kebangsaan (Cina) Kepong 1,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.214727,101.634847
Pintar College,Tertiary,None,tertiary,education,None,,None,Private College,None,None,None,None,3.2146369999999997,101.635976
The International School @ Parkcity,Primary Secondary Preschool,None,primary,education,None,,None,International School,None,None,None,British,3.1879,101.6376
Sekolah Kebangsaan Kepong Baru,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.205899,101.645528
Kolej Tingkatan Enam Desa Mahkota,Secondary,['Kolej'],secondary,education,None,,None,Public School,None,None,['Kolej'],None,3.188694,101.639831
Sekolah Jenis Kebangsaan (Cina) Kepong 2,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.215564,101.634744
Sekolah Jenis Kebangsaan (Cina) Kepong 3,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.18853,101.640709
Sekolah Menengah Kebangsaan Kepong Baru,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1977700000000002,101.647
Sekolah Kebangsaan Taman Kepong,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.19895,101.648
Montessori Kids Academy,Preschool,None,preschool,education,None,,None,Preschool,None,None,None,Montessori,3.195385,101.616422
Sekolah Jenis Kebangsaan (Cina) Desa Jaya,Primary,['Jenis Kebangsaan (C)'],primary,education,None,,None,Public School,None,None,['Jenis Kebangsaan (C)'],None,3.216628,101.625497
Sekolah Kebangsaan Seri Kepong,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.1912700000000003,101.647
Sekolah Menengah Kebangsaan Sinar Bintang,Secondary,['SM Kebangsaan'],secondary,education,None,,None,Public School,None,None,['SM Kebangsaan'],None,3.1886799999999997,101.645
Sekolah Kebangsaan Taman Ehsan,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.219831,101.63068100000001
IUCTT - International University College of Technology Twintech,Tertiary,None,tertiary,education,None,,None,Private University College,None,None,None,None,3.2010509999999996,101.612749
Tzu Chi International School,Primary Secondary A-Levels,None,primary,education,None,,None,International School,None,None,None,Cambridge,3.2095517000000005,101.6495568
Sekolah Kebangsaan Bandar Sri Damansara 3,Primary,['Kebangsaan'],primary,education,None,,None,Public School,None,None,['Kebangsaan'],None,3.187781,101.616104
