,name,sub_type,category,line_name,type,latitude,longitude,coordinates
227,Sekolah Kebangsaan Temenggong Abdul Rahman 2,primary,education,,Public School,1.474971552,103.7522542,"(1.475, 103.7523)"
228,Sekolah Kebangsaan (P) Sultan Ibrahim,primary,education,,Public School,1.473974101,103.7513101,"(1.474, 103.7513)"
229,Sekolah Kebangsaan Taman Pelangi,primary,education,,Public School,1.481417437,103.7756592,"(1.4814, 103.7757)"
230,Sekolah Kebangsaan Temenggong Abdul Rahman 1,cluster,education,,Public School,1.475706234,103.7520128,"(1.4757, 103.752)"
231,Sekolah Kebangsaan (P) Jln. Yahya Awal,primary,education,,Public School,1.472874759,103.74925019999999,"(1.4729, 103.7493)"
232,Claz'room Academy,tertiary,education,,Private College,1.482664,103.77472900000001,"(1.4827, 103.7747)"
233,Sekolah Menengah Kebangsaan Sri Tebrau,secondary,education,,Public School,1.4859139940000001,103.7747929,"(1.4859, 103.7748)"
234,Sekolah Menengah Kebangsaan Sultanah Engku Tun Aminah,secondary,education,,Public School,1.4651100000000001,103.74161,"(1.4651, 103.7416)"
235,Sekolah Jenis Kebangsaan (Tamil) Jalan Yahya Awal,primary,education,,Public School,1.478328563,103.7480271,"(1.4783, 103.748)"
236,Sekolah Kebangsaan Pendidikan Khas Princess Elizabeth,cluster,education,,Public School,1.4660132430000001,103.7399295,"(1.466, 103.7399)"
237,Sekolah Rendah Agama Bersepadu Johor Bahru,primary,education,,Public School,1.4888500230000001,103.7713999,"(1.4889, 103.7714)"
238,Maktab Sultan Abu Bakar,cluster,education,,Public School,1.4631576240000002,103.73874659999998,"(1.4632, 103.7387)"
239,Sekolah Kebangsaan Angkatan Tentera,primary,education,,Public School,1.4890109009999999,103.7615186,"(1.489, 103.7615)"
240,Sekolah Menengah Kebangsaan Aminuddin Baki,secondary,education,,Public School,1.478189134,103.7444276,"(1.4782, 103.7444)"
241,Sekolah Menengah Kebangsaan Sultan Ismail,secondary,education,,Public School,1.47870931,103.7445456,"(1.4787, 103.7445)"
242,Sekolah Kebangsaan Nong Chik,primary,education,,Public School,1.4662250680000002,103.7377703,"(1.4662, 103.7378)"
243,Sekolah Jenis Kebangsaan (Cina) Foon Yew 2,primary,education,,Public School,1.480033879,103.74356929999999,"(1.48, 103.7436)"
244,Sekolah Menengah Kebangsaan Mohd Khalid,cluster,education,,Public School,1.478650321,103.74210749999999,"(1.4787, 103.7421)"
245,Brainy Bunch  - Taman Nong Chik,elementary,education,,Preschool,1.4733296999999999,103.73850440000001,"(1.4733, 103.7385)"
246,Utama International School - Johor Campus,primary,education,,International School,1.4915653999999998,103.75996359999999,"(1.4916, 103.76)"
247,Sekolah Sri Utama - Johor Campus,primary,education,,Private School,1.4915653999999998,103.75996359999999,"(1.4916, 103.76)"
248,Sekolah Kebangsaan Sri Tebrau,cluster,education,,Public School,1.493059665,103.77477409999999,"(1.4931, 103.7748)"
249,Sekolah Kebangsaan Larkin 1,primary,education,,Public School,1.488485366,103.7504679,"(1.4885, 103.7505)"
250,Sekolah Kebangsaan Larkin 2,primary,education,,Public School,1.489375558,103.7504733,"(1.4894, 103.7505)"
251,Sekolah Sri Ara,primary,education,,Private School,1.464972,103.733278,"(1.465, 103.7333)"
252,Sri Ara International School,primary,education,,International School,1.4649718999999999,103.7332777,"(1.465, 103.7333)"
253,Sekolah Jenis Kebangsaan (Cina) Foon Yew 3,primary,education,,Public School,1.491016515,103.750897,"(1.491, 103.7509)"
254,Sekolah Jenis Kebangsaan (Cina) Foon Yew 1,primary,education,,Public School,1.4967652169999999,103.7620068,"(1.4968, 103.762)"
255,Sekolah Kebangsaan Tebrau Bakar Batu,primary,education,,Public School,1.497843096,103.78331419999999,"(1.4978, 103.7833)"
256,Sekolah Kebangsaan Taman Suria,primary,education,,Public School,1.501848944,103.762157,"(1.5018, 103.7622)"
257,Sekolah Kebangsaan Tanjung Puteri,primary,education,,Public School,1.498207752,103.749277,"(1.4982, 103.7493)"
258,Landmark Medical Centre Sdn. Bhd,hospital,healthcare,,Private,1.465557,103.75947109999998,"(1.4656, 103.7595)"
259,Klinik Kesihatan Mahmoodiah,clinic,healthcare,,Government,1.4624700000000002,103.74842,"(1.4625, 103.7484)"
260,Century Specialist Maternity Sdn. Bhd.,hospital,healthcare,,Private,1.4805098,103.76332370000002,"(1.4805, 103.7633)"
261,"Hospital Sultanah Aminah, Johor Bahru",hospital,healthcare,,Government,1.45852,103.74591,"(1.4585, 103.7459)"
262,Pelangi Medical Centre Sdn. Bhd.,hospital,healthcare,,Private,1.4841577,103.77507879999999,"(1.4842, 103.7751)"
263,Klinik Kesihatan Tebrau,clinic,healthcare,,Government,1.48875,103.77123,"(1.4888, 103.7712)"
264,Hospital Pakar KPJ Johor (KPJ Johor Specialist Hospital),hospital,healthcare,,Private,1.4759790000000002,103.741242,"(1.476, 103.7412)"
265,Regency Specialist Hospital,hospital,healthcare,,Private,1.4907068,103.7420437,"(1.4907, 103.742)"
266,Puteri Specialist Hospital,hospital,healthcare,,Private,1.4907068,103.7420437,"(1.4907, 103.742)"
267,Klinik Kesihatan Larkin,clinic,healthcare,,Government,1.4969649999999999,103.748751,"(1.497, 103.7488)"
268,Klinik Desa Bakar Batu,clinic,healthcare,,Government,1.49833,103.78583,"(1.4983, 103.7858)"
269,Sekolah Menengah Kebangsaan Pasir Gudang 2,secondary,education,,Public School,1.470579545,103.8953796,"(1.4706, 103.8954)"
270,Sekolah Kebangsaan Pasir Gudang 4,primary,education,,Public School,1.4693970809999999,103.8922575,"(1.4694, 103.8923)"
271,Sekolah Kebangsaan Taman Bukit Dahlia,primary,education,,Public School,1.484801251,103.90041409999999,"(1.4848, 103.9004)"
272,Sekolah Kebangsaan Taman Cendana,primary,education,,Public School,1.486721067,103.9059073,"(1.4867, 103.9059)"
273,Sekolah Jenis Kebangsaan (Tamil) Masai,cluster,education,,Public School,1.488520223,103.8835886,"(1.4885, 103.8836)"
274,Sekolah Kebangsaan Masai,primary,education,,Public School,1.488968,103.8840473,"(1.489, 103.884)"
275,Sekolah Jenis Kebangsaan (Cina) Masai,primary,education,,Public School,1.4903207,103.8849077,"(1.4903, 103.8849)"
276,Sekolah Menengah Kebangsaan Kota Masai,secondary,education,,Public School,1.495148396,103.9255276,"(1.4951, 103.9255)"
277,Sekolah Menengah Kebangsaan Taman Nusa Damai,cluster,education,,Public School,1.498674297,103.89960409999999,"(1.4987, 103.8996)"
278,Sekolah Kebangsaan Taman Nusa Damai,primary,education,,Public School,1.5017148790000001,103.8993251,"(1.5017, 103.8993)"
279,Sekolah Kebangsaan Seri Alam 2,primary,education,,Public School,1.495663205,103.88519529999999,"(1.4957, 103.8852)"
280,Sekolah Kebangsaan Taman Rinting 1,primary,education,,Public School,1.485155,103.873731,"(1.4852, 103.8737)"
281,Sekolah Menengah Kebangsaan Dato Penggawa Timur,cluster,education,,Public School,1.4928827,103.87833420000001,"(1.4929, 103.8783)"
282,Pasir Gudang Specialist Hospital,hospital,healthcare,,Private,1.4770264,103.895794,"(1.477, 103.8958)"
283,Klinik Kesihatan Masai,clinic,healthcare,,Government,1.489205,103.885109,"(1.4892, 103.8851)"
284,Sekolah Kebangsaan Taman Bukit Indah,primary,education,,Public School,1.473244781,103.6645675,"(1.4732, 103.6646)"
285,Sekolah Jenis Kebangsaan (Tamil) Ladang Bukit Serampang,primary,education,,Public School,1.4804883999999998,103.649869,"(1.4805, 103.6499)"
286,Sekolah Menengah Kebangsaan Dato' Usman Awang,secondary,education,,Public School,1.476383,103.670214,"(1.4764, 103.6702)"
287,Sekolah Kebangsaan Taman Perling 3,primary,education,,Public School,1.472435022,103.6733115,"(1.4724, 103.6733)"
288,Sekolah Menengah Kebangsaan Taman Selesa Jaya,secondary,education,,Public School,1.489005,103.635287,"(1.489, 103.6353)"
289,Sekolah Kebangsaan Taman Selesa Jaya,cluster,education,,Public School,1.490705484,103.63816379999999,"(1.4907, 103.6382)"
290,Sekolah Menengah Kebangsaan Bandar Uda Utama,secondary,education,,Public School,1.491367,103.669496,"(1.4914, 103.6695)"
291,Sekolah Menengah Kebangsaan Taman Selesa Jaya 2,secondary,education,,Public School,1.49556,103.637,"(1.4956, 103.637)"
292,Sekolah Menengah Kebangsaan Seri Perling,secondary,education,,Public School,1.483578,103.68423100000001,"(1.4836, 103.6842)"
293,Sekolah Kebangsaan Sungai Danga,primary,education,,Public School,1.467286875,103.69156120000001,"(1.4673, 103.6916)"
294,Sekolah Kebangsaan Taman Skudai Baru 2,primary,education,,Public School,1.496507812,103.63180159999999,"(1.4965, 103.6318)"
295,Sekolah Kebangsaan Seri Perling 2,primary,education,,Public School,1.4944593030000002,103.6759722,"(1.4945, 103.676)"
296,Sekolah Kebangsaan Taman Damai Jaya,primary,education,,Public School,1.503640043,103.64775,"(1.5036, 103.6478)"
297,Pusat Pakar Sakit Puan Dan Perbidanan Khor & Loh Sdn. Bhd,hospital,healthcare,,Private,1.492815,103.658879,"(1.4928, 103.6589)"
298,Sekolah Tun Fatimah,secondary,education,,Public School,1.491558138,103.73565409999999,"(1.4916, 103.7357)"
299,Sekolah Menengah Teknik Johor Bahru,cluster,education,,Public School,1.493317,103.727591,"(1.4933, 103.7276)"
300,Sekolah Menengah Kebangsaan Tasek Utara,cluster,education,,Public School,1.494413721,103.7291846,"(1.4944, 103.7292)"
301,Kolej Vokasional Perdagangan,cluster,education,,Public School,1.494342,103.72720699999999,"(1.4943, 103.7272)"
302,Sekolah Kebangsaan Bandar Uda 2,primary,education,,Public School,1.49401957,103.7202877,"(1.494, 103.7203)"
303,Sekolah Kebangsaan Tasek Utara,primary,education,,Public School,1.496706228,103.7289888,"(1.4967, 103.729)"
304,Sekolah Menengah Kebangsaan Saint Joseph,secondary,education,,Public School,1.497081609,103.74095140000001,"(1.4971, 103.741)"
305,Brainy Bunch Larkin,elementary,education,,Preschool,1.497881,103.742563,"(1.4979, 103.7426)"
306,Sekolah Kebangsaan Kompleks Uda,primary,education,,Public School,1.492914875,103.7138987,"(1.4929, 103.7139)"
307,Sekolah Jenis Kebangsaan (Cina) Foon Yew 4,primary,education,,Public School,1.4992588180000002,103.7332428,"(1.4993, 103.7332)"
308,Sekolah Menengah Kebangsaan Tasek Utara 2,secondary,education,,Public School,1.4987869109999998,103.7263602,"(1.4988, 103.7264)"
309,Sekolah Menengah Kebangsaan Bandar Baru Uda,secondary,education,,Public School,1.4976848999999999,103.7193865,"(1.4977, 103.7194)"
310,Kolej Vokasional (Ert) Azizah,secondary,education,,Public School,1.5017309669999999,103.73531340000001,"(1.5017, 103.7353)"
311,Sekolah Kebangsaan Pengkalan Rinting,primary,education,,Public School,1.493536936,103.7042052,"(1.4935, 103.7042)"
312,Sekolah Kebangsaan Taman Sutera,primary,education,,Public School,1.477722585,103.69342270000001,"(1.4777, 103.6934)"
313,Klinik Kesihatan Tampoi,clinic,healthcare,,Government,1.492824,103.70587900000001,"(1.4928, 103.7059)"
314,Klinik Desa Antoi,clinic,healthcare,,Government,1.506667,103.76893199999999,"(1.5067, 103.7689)"
315,Sekolah Kebangsaan Taman Cahaya Masai,primary,education,,Public School,1.5063749530000001,103.9268929,"(1.5064, 103.9269)"
316,Sekolah Kebangsaan Jalan Arang,primary,education,,Public School,1.495833,110.3135,"(1.4958, 110.3135)"
317,Sekolah Jenis Kebangsaan (Cina) Chung Hua Batu 4 1/2,primary,education,,Public School,1.501883333,110.3326,"(1.5019, 110.3326)"
318,Sekolah Menengah Kebangsaan Jalan Arang,secondary,education,,Public School,1.50325,110.32793329999998,"(1.5032, 110.3279)"
319,Sekolah Jenis Kebangsaan (Cina) Tampoi,primary,education,,Public School,1.5003688730000002,103.70436070000001,"(1.5004, 103.7044)"
320,Sekolah Kebangsaan Rantau Panjang,primary,education,,Public School,1.501083,110.270967,"(1.5011, 110.271)"
321,Sekolah Jenis Kebangsaan (Cina) Chung Hua Rantau Panjang,primary,education,,Public School,1.5013,110.26799999999999,"(1.5013, 110.268)"
322,Sekolah Menengah Agama Al Quran Waddin,secondary,education,,Public School,1.507171293,103.7555695,"(1.5072, 103.7556)"
323,Sekolah Kebangsaan Majidi Baru,primary,education,,Public School,1.508643316,103.7625754,"(1.5086, 103.7626)"
324,Sekolah Kebangsaan Taman Perling,primary,education,,Public School,1.4943037869999998,103.6836487,"(1.4943, 103.6836)"
325,Sekolah Kebangsaan Kg Pasir,primary,education,,Public School,1.498733285,103.69749959999999,"(1.4987, 103.6975)"
326,Sekolah Jenis Kebangsaan (Cina) Pei Hwa,primary,education,,Public School,1.494920486,103.6831659,"(1.4949, 103.6832)"
327,Sekolah Menengah Kebangsaan Dato Abdul Rahman Yassin,secondary,education,,Public School,1.5028620000000001,103.70147800000001,"(1.5029, 103.7015)"
328,Sekolah Kebangsaan Seri Melati,primary,education,,Public School,1.507361664,103.6988997,"(1.5074, 103.6989)"
329,Sekolah Menengah Kebangsaan Sri Rahmat,secondary,education,,Public School,1.507302676,103.69391350000001,"(1.5073, 103.6939)"
330,Klinik Kesihatan Kempas,clinic,healthcare,,Government,1.5081229999999999,103.70738100000001,"(1.5081, 103.7074)"
331,Sekolah Kebangsaan Binyu,primary,education,,Public School,1.502961,110.423396,"(1.503, 110.4234)"
332,Sekolah Jenis Kebangsaan (Cina) Kuo Kuang 2,primary,education,,Public School,1.5036507680000002,103.671847,"(1.5037, 103.6718)"
333,Sekolah Menengah Kebangsaan Damai Jaya,secondary,education,,Public School,1.5049324219999998,103.64143879999999,"(1.5049, 103.6414)"
334,Sekolah Kebangsaan Taman Tun Aminah 2,primary,education,,Public School,1.507570804,103.6538923,"(1.5076, 103.6539)"
335,Sekolah Jenis Kebangsaan (Tamil) Taman Tun Aminah,primary,education,,Public School,1.508889994,103.64822209999998,"(1.5089, 103.6482)"
336,Sekolah Kebangsaan Seri Kenanga,primary,education,,Public School,1.510091206,103.7031484,"(1.5101, 103.7031)"
337,Sekolah Jenis Kebangsaan (Cina) Ping Ming,primary,education,,Public School,1.503329014,103.6182511,"(1.5033, 103.6183)"
338,Klinik Desa Lima Kedai,clinic,healthcare,,Government,1.50216,103.61673,"(1.5022, 103.6167)"
339,Sekolah Menengah Kebangsaan Tun Syed Nasir Ismail,secondary,education,,Public School,1.5102333140000002,103.7644261,"(1.5102, 103.7644)"
340,Sekolah Menengah Kebangsaan Taman Tun Aminah,secondary,education,,Public School,1.5128797330000001,103.6583233,"(1.5129, 103.6583)"
341,Sekolah Kebangsaan Mohd Khir Johari,primary,education,,Public School,1.5132819240000002,103.7528497,"(1.5133, 103.7528)"
342,Sekolah Menengah Kebangsaan Permas Jaya 2,secondary,education,,Public School,1.494539742,103.81119040000002,"(1.4945, 103.8112)"
343,Sekolah Kebangsaan Permas Jaya 4,primary,education,,Public School,1.49544602,103.8110241,"(1.4954, 103.811)"
344,Klinik Kesihatan Majidee,clinic,healthcare,,Government,1.51435,103.7575,"(1.5144, 103.7575)"
345,UniWorld International School,primary,education,,International School,1.5005638000000001,103.8790535,"(1.5006, 103.8791)"
346,Sekolah Menengah Kebangsaan Taman Rinting 2,secondary,education,,Public School,1.488753496,103.8643062,"(1.4888, 103.8643)"
347,Sekolah Jenis Kebangsaan (Cina) Nam Heng Baru,primary,education,,Public School,1.503567649,103.879635,"(1.5036, 103.8796)"
348,Sekolah Kebangsaan Bandar Seri Alam,primary,education,,Public School,1.506176538,103.8835108,"(1.5062, 103.8835)"
349,Sekolah Kebangsaan Taman Rinting 3,primary,education,,Public School,1.483358706,103.8597813,"(1.4834, 103.8598)"
350,Sekolah Kebangsaan Taman Rinting 2,cluster,education,,Public School,1.492459054,103.864333,"(1.4925, 103.8643)"
351,Sekolah Menengah Kebangsaan Bandar Seri Alam,secondary,education,,Public School,1.507951546,103.8867241,"(1.508, 103.8867)"
352,Sekolah Menengah Kebangsaan Seri Alam 2,secondary,education,,Public School,1.511222705,103.8916808,"(1.5112, 103.8917)"
353,Sekolah Kebangsaan Taman Megah Ria,primary,education,,Public School,1.491499149,103.8583785,"(1.4915, 103.8584)"
354,Sekolah Kebangsaan Taman Scientex,primary,education,,Public School,1.50990888,103.91374470000001,"(1.5099, 103.9137)"
355,Sekolah Menengah Kebangsaan Taman Scientex,secondary,education,,Public School,1.511798,103.913311,"(1.5118, 103.9133)"
356,Sekolah Kebangsaan Garland,primary,education,,Public School,1.5149,110.32021670000002,"(1.5149, 110.3202)"
357,Sekolah Menengah Kebangsaan Taman Megah Ria,secondary,education,,Public School,1.4888661109999999,103.8505679,"(1.4889, 103.8506)"
358,Sekolah Menengah Kebangsaan Seri Kota Puteri,secondary,education,,Public School,1.497993249,103.8586038,"(1.498, 103.8586)"
359,Sekolah Jenis Kebangsaan (Cina) Chee Tong,primary,education,,Public School,1.48991,103.850052,"(1.4899, 103.8501)"
360,Sekolah Kebangsaan Seri Kota Puteri,primary,education,,Public School,1.498524145,103.85233819999999,"(1.4985, 103.8523)"
361,Brainy Bunch - Seri Alam,elementary,education,,Preschool,1.5084515,103.8683462,"(1.5085, 103.8683)"
362,Sekolah Menengah Kebangsaan Seri Kota Puteri 2,secondary,education,,Public School,1.494121459,103.8409603,"(1.4941, 103.841)"
363,Sekolah Kebangsaan Seri Kota Puteri 4,primary,education,,Public School,1.4953789869999998,103.8416845,"(1.4954, 103.8417)"
364,Sekolah Kebangsaan Sri Amar,primary,education,,Public School,1.5168212019999998,103.7597054,"(1.5168, 103.7597)"
365,Sekolah Kebangsaan Taman Mutiara Rini 2,primary,education,,Public School,1.5191592680000001,103.62962900000001,"(1.5192, 103.6296)"
366,Sekolah Kebangsaan Taman Skudai Baru,primary,education,,Public School,1.5203551119999998,103.6567998,"(1.5204, 103.6568)"
367,Sekolah Kebangsaan Taman Tampoi Utama,primary,education,,Public School,1.516043634,103.68017259999999,"(1.516, 103.6802)"
368,Sekolah Kebangsaan Pendidikan Khas Johor Bahru,primary,education,,Public School,1.521722,103.65263399999999,"(1.5217, 103.6526)"
369,Sekolah Menengah Kebangsaan Taman Mutiara Rini 2,secondary,education,,Public School,1.5216379999999998,103.650408,"(1.5216, 103.6504)"
370,Sekolah Kebangsaan Taman Cempaka,primary,education,,Public School,1.5135178759999999,103.699742,"(1.5135, 103.6997)"
371,Sekolah Kebangsaan Taman Bukit Mewah,primary,education,,Public School,1.5194756569999999,103.68747890000002,"(1.5195, 103.6875)"
372,Sekolah Jenis Kebangsaan (Cina) Pei Hwa 2,primary,education,,Public School,1.5099272,103.80564940000001,"(1.5099, 103.8056)"
373,Sekolah Kebangsaan Taman Molek,primary,education,,Public School,1.522266853,103.7831748,"(1.5223, 103.7832)"
374,Sekolah Menengah Kebangsaan Taman Molek,secondary,education,,Public School,1.523672,103.782021,"(1.5237, 103.782)"
375,Sekolah Kebangsaan Laksamana,primary,education,,Public School,1.51725,110.34563329999999,"(1.5172, 110.3456)"
376,Sekolah Jenis Kebangsaan (Cina) Stampin,primary,education,,Public School,1.5129,110.35303329999999,"(1.5129, 110.353)"
