name,sub_type,category,line_name,type,latitude,longitude
Sekolah Kebangsaan Blok 31,primary,education,,Public School,4.29805,118.06741699999999
Vision International School,secondary,education,,International School,4.2792900000000005,118.01130400000001
Sekolah Kebangsaan Perdana,primary,education,,Public School,4.2994330000000005,117.85955
Sekolah Menengah Kebangsaan Pasir Putih,secondary,education,,Public School,4.29944,117.85955
Sekolah Kebangsaan Ranggu,primary,education,,Public School,4.29459,117.98951000000001
Klinik Desa Batu 10,clinic,healthcare,,Government,4.29325,117.98822
Sekolah Kebangsaan Sungai Imam,primary,education,,Public School,4.31374,117.84018999999999
Klinik Desa Sungai Imam,clinic,healthcare,,Government,4.31364,117.84036
Sekolah Menengah Kebangsaan Taman Tunku,secondary,education,,Public School,4.303866667,113.99101670000002
Sekolah Menengah Kebangsaan Riam,secondary,education,,Public School,4.3167,113.99635
Sekolah Kebangsaan Temenggong Datuk Muip,primary,education,,Public School,4.31975,113.99805
Sekolah Menengah Sains Miri,secondary,education,,Public School,4.31945,113.96533329999998
Sekolah Jenis Kebangsaan (Cina) Tukau,primary,education,,Public School,4.302616667,113.95796670000001
Sekolah Menengah Kebangsaan Agama,secondary,education,,Public School,4.298633333,113.95586670000002
Sekolah Kebangsaan Lambir Village,primary,education,,Public School,4.302966667,114.025
Sekolah Jenis Kebangsaan (Cina) Chung San Miri,primary,education,,Public School,4.342583333,114.00301670000002
Sekolah Menengah Kebangsaan Luak,secondary,education,,Public School,4.346066667,113.97978329999998
Miri Airport,airport,transportation,,Domestic,4.3215451,113.98342679999999
Sekolah Kebangsaan Kg. Luak,primary,education,,Public School,4.346783333,113.9758
Sekolah Kebangsaan Riam Batu Dua,primary,education,,Public School,4.3487,113.99005
Kolej Tun Datu Tuanku Hj Bujang,cluster,education,,Public School,4.359266667,113.96441670000002
Sekolah Menengah Kebangsaan Lopeng Tengah,secondary,education,,Public School,4.363116667,113.9888
Sekolah Menengah Kebangsaan St. Joseph,secondary,education,,Public School,4.374566667,113.97338329999998
Sekolah Menengah Kebangsaan Chung Hua,secondary,education,,Public School,4.3782,113.97771670000002
Sekolah Kebangsaan South,primary,education,,Public School,4.379216667,113.97886670000001
Sekolah Menengah Kebangsaan Baru,secondary,education,,Public School,4.376683333,113.99778329999998
Hospital Miri,hospital,healthcare,,Government,4.373951,113.998249
Sekolah Kebangsaan St Columba,primary,education,,Public School,4.38405,113.98363329999998
Sekolah Menengah Kebangsaan St. Columba,secondary,education,,Public School,4.3846,113.98413329999998
Sekolah Kebangsaan St Joseph,cluster,education,,Public School,4.39215,113.9896
Sekolah Jenis Kebangsaan (Cina) Chung Hua Miri,primary,education,,Public School,4.392766667,113.98978329999998
Sekolah Jenis Kebangsaan (Cina) North,primary,education,,Public School,4.39545,113.9922
Miri City Medical Centre,hospital,healthcare,,Private,4.394585500000001,113.9903538
Sekolah Kebangsaan Jalan Bintang,primary,education,,Public School,4.40105,113.9954
Sekolah Kebangsaan Sayed Othman,primary,education,,Public School,4.402283333,113.9909
IBS College,tertiary,education,,Private University,4.405162000000001,114.00027800000001
Sekolah Kebangsaan Miri,primary,education,,Public School,4.40842,113.99947
Columbia Asia Hospital-Miri,hospital,healthcare,,Private,4.411395300000001,114.0018994
Sekolah Kebangsaan Pulau Melayu,primary,education,,Public School,4.4171323,113.9923865
Sekolah Jenis Kebangsaan (Cina) Chung Hua Krokop,primary,education,,Public School,4.4222,113.99815
Kolej Vokasional Miri,secondary,education,,Public School,4.4219667000000005,114.00815
Sekolah Kebangsaan Agama,cluster,education,,Public School,4.4141333330000005,114.01765
Sekolah Kebangsaan Pendidikan Khas Miri,primary,education,,Public School,4.4267333330000005,114.00761670000001
Sekolah Kebangsaan Anchi,primary,education,,Public School,4.4277,114.0073
Sekolah Menengah Kebangsaan Dato Permaisuri,secondary,education,,Public School,4.425383333,114.0135833
Sekolah Kebangsaan Pujut Corner,primary,education,,Public School,4.421716667,114.01988329999999
Sekolah Jenis Kebangsaan (Cina) Chung Hua Pujut,primary,education,,Public School,4.4384,114.01403329999998
Sekolah Menengah Kebangsaan Lutong,cluster,education,,Public School,4.461183333,114.00283329999999
Sekolah Kebangsaan Merbau,primary,education,,Public School,4.455416667,114.0442167
Sekolah Menengah Kebangsaan Merbau,secondary,education,,Public School,4.454983333,114.04876670000002
Sekolah Jenis Kebangsaan (Cina) Chung Hua Lutong,primary,education,,Public School,4.467816667,114.00448329999999
Sekolah Kebangsaan Lutong,primary,education,,Public School,4.468833333,114.00448329999999
Sekolah Jenis Kebangsaan (Cina) Chung Hua Tudan,primary,education,,Public School,4.4798246,114.0454781
Sekolah Kebangsaan Tudan,primary,education,,Public School,4.479416667,114.0275
Brainy Bunch - Miri (new),elementary,education,,Preschool,4.482307,114.01006699999999
Sekolah Menengah Kebangsaan Pujut,secondary,education,,Public School,4.4862,114.01341670000001
Sekolah Kebangsaan Senadin,primary,education,,Public School,4.48665,114.0125
Tenby Schools - Miri,primary,education,,Private School,4.5028,114.023
Tenby International School - Miri,primary,education,,International School,4.5028252,114.0229867
Sekolah Kebangsaan Bubul,primary,education,,Public School,4.4657599999999995,118.59486000000001
Sekolah Kebangsaan Bubul Ii,primary,education,,Public School,4.4584,118.60351000000001
Sekolah Menengah Kebangsaan Kabogan Ii,secondary,education,,Public School,4.4584,118.60351000000001
Sekolah Jenis Kebangsaan (Cina) Nyuk Hwa,primary,education,,Public School,4.47273,118.60496
Sekolah Kebangsaan Pekan Semporna Ii,primary,education,,Public School,4.47074,118.61353000000001
Sekolah Menengah Kebangsaan Datuk Panglima Abdullah,secondary,education,,Public School,4.455080000000001,118.57091000000001
Sekolah Kebangsaan Pekan Semporna,primary,education,,Public School,4.47789,118.61174
Sekolah Menengah Kebangsaan Datuk Haji Panglima Jakarullah,secondary,education,,Public School,4.4474,118.571
Sekolah Kebangsaan Kampung Simunul,primary,education,,Public School,4.47133,118.6185
Sekolah Kebangsaan Bangau-Bangau,primary,education,,Public School,4.48966,118.60253
Sekolah Agama Tun Sakaran,primary,education,,Public School,4.443403,118.618148
Sekolah Menengah Kebangsaan Agama Tun Sakaran,secondary,education,,Public School,4.44335,118.61818000000001
Sekolah Kebangsaan Bukit Lalang,primary,education,,Public School,4.43622,118.56813999999999
Sekolah Kebangsaan Balimbang,primary,education,,Public School,4.47877,118.62863
Sekolah Kebangsaan Tampi-Tampi,primary,education,,Public School,4.45143,118.63309
Klinik Desa Bubul,clinic,healthcare,,Government,4.46724,118.59447
Hospital Semporna,hospital,healthcare,,Government,4.483205,118.604336
"Curtin University, Malaysia",tertiary,education,,Private University,4.5128699999999995,114.017669
Sekolah Kebangsaan Convent,primary,education,,Public School,4.470764,101.37432199999999
Sekolah Jenis Kebangsaan (Tamil) Tanah Rata,primary,education,,Public School,4.470024443,101.3829684
Sekolah Menengah Kebangsaan Sultan Ahmad Shah,secondary,education,,Public School,4.469568197,101.38342340000001
Sekolah Jenis Kebangsaan (Cina) Tanah Rata,primary,education,,Public School,4.469110338999999,101.3840166
Sekolah Kebangsaan Tanah Rata,primary,education,,Public School,4.468692744,101.3841829
Sekolah Jenis Kebangsaan (Cina) Brinchang,primary,education,,Public School,4.490768029,101.3876361
Sekolah Kebangsaan Brinchang,primary,education,,Public School,4.496703065,101.3917117
Sekolah Jenis Kebangsaan (Tamil) Shum Yip Leong,primary,education,,Public School,4.436083333,101.3549611
"Hospital Sultanah Hajjah Kalsom, Cameron Highlands",hospital,healthcare,,Government,4.466803,101.39067299999999
Sekolah Kebangsaan Mengkulat,primary,education,,Public School,4.4935,118.62723999999999
Sekolah Kebangsaan Labuan Haji,primary,education,,Public School,4.49268,118.62971
Sekolah Jenis Kebangsaan (Cina) Kea Farm,primary,education,,Public School,4.503355849,101.4113061
Sekolah Kebangsaan Rapat Jaya,primary,education,,Public School,4.550161,101.090724
Sekolah Kebangsaan Jalan Pegoh,primary,education,,Public School,4.554196,101.080888
Sekolah Jenis Kebangsaan (Cina) Bandar Seri Botani,primary,education,,Public School,4.540287124,101.1059594
Sekolah Menengah Kebangsaan Pengkalan,secondary,education,,Public School,4.532381,101.084972
Sekolah Kebangsaan Pengkalan,primary,education,,Public School,4.531900345,101.0858248
Sekolah Menengah Kebangsaan Pinji,secondary,education,,Public School,4.564598999999999,101.08018100000001
Sekolah Kebangsaan Pinji,primary,education,,Public School,4.565475523,101.081198
Sekolah Menengah Kebangsaan Kg Pasir Puteh,secondary,education,,Public School,4.553336788999999,101.07086
Sekolah Kebangsaan Kampung Pasir Puteh,primary,education,,Public School,4.562289613,101.074761
Sekolah Jenis Kebangsaan (Cina) Pasir Pinji (2),primary,education,,Public School,4.5719769999999995,101.08964399999999
Sekolah Jenis Kebangsaan (Cina) Pasir Pinji (1),primary,education,,Public School,4.572613352,101.0901031
Sekolah Kebangsaan Pengkalan Pegoh,primary,education,,Public School,4.531342109,101.0696308
Sekolah Kebangsaan Sungai Rapat,primary,education,,Public School,4.573474,101.108199
Sekolah Kebangsaan Taman Bersatu,primary,education,,Public School,4.535151,101.12125400000001
Sekolah Menengah Kebangsaan Raja Perempuan,cluster,education,,Public School,4.57824,101.092423
Sekolah Jenis Kebangsaan (Tamil) Taman Desa Pinji,primary,education,,Public School,4.513601523999999,101.0916939
Sekolah Kebangsaan Raja Dihilir Ekram,primary,education,,Public School,4.57911,101.080213
Sekolah Menengah Kebangsaan Perempuan Perak,secondary,education,,Public School,4.582129,101.09615699999999
Sekolah Menengah Kebangsaan Jalan Pasir Puteh,secondary,education,,Public School,4.580331,101.081631
Sekolah Jenis Kebangsaan (Cina) Sam Chai,primary,education,,Public School,4.580095,101.079777
Sekolah Jenis Kebangsaan (Tamil) Gunong Rapat,primary,education,,Public School,4.572999909,101.11871009999999
Sekolah Menengah Kebangsaan Simpang Pulai,secondary,education,,Public School,4.522009,101.119763
Sekolah Jenis Kebangsaan (Cina) Gunong Rapat,primary,education,,Public School,4.573187831,101.1189894
Sekolah Menengah Kebangsaan Rapat Setia,secondary,education,,Public School,4.566311,101.124578
Sekolah Kebangsaan Sungai Rokam,cluster,education,,Public School,4.577717,101.11498399999999
Sekolah Kebangsaan Simpang Pulai,primary,education,,Public School,4.519762999999999,101.119495
Sekolah Kebangsaan Rapat Setia,primary,education,,Public School,4.567579449,101.1256958
Sekolah Jenis Kebangsaan (Cina) Phui Ying,primary,education,,Public School,4.5313989999999995,101.128635
Sekolah Kebangsaan Kuala Pari,primary,education,,Public School,4.57853477,101.0678129
Sekolah Kebangsaan Raja Perempuan,cluster,education,,Public School,4.5869860000000005,101.086469
Sekolah Kebangsaan Convent,cluster,education,,Public School,4.587166000000001,101.087571
Sekolah Menengah Kebangsaan Perempuan Methodist,cluster,education,,Public School,4.587162,101.08448100000001
Sekolah Kebangsaan Perempuan Methodist,cluster,education,,Public School,4.587609385,101.08511949999999
Sekolah Jenis Kebangsaan (Cina) Ave Maria Convent,primary,education,,Public School,4.589617643,101.0885215
Sekolah Menengah Kebangsaan Ave Maria Convent,cluster,education,,Public School,4.589912,101.08782
Sekolah Menengah Kebangsaan Seri Ampang,secondary,education,,Public School,4.576064008,101.12569570000001
Sekolah Menengah Kebangsaan Menglembu,secondary,education,,Public School,4.56123423,101.05044790000001
Klinik Desa Pengkalan Pegoh,clinic,healthcare,,Government,4.53156,101.07029
Klinik Desa Pasir Puteh,clinic,healthcare,,Government,4.576103,101.07951899999999
Klinik Desa Simpang Pulai,clinic,healthcare,,Government,4.53036,101.12997
Kmc Medical Centre,hospital,healthcare,,Private,4.5879476,101.0878088
Klinik Desa Seri Rahmat,clinic,healthcare,,Government,4.50495,101.07784000000001
Sultan Azlan Shah Airport (Ipoh),airport,transportation,,Domestic,4.5693510999999996,101.0916909
Sekolah Jenis Kebangsaan (Cina) Guntong,primary,education,,Public School,4.5959640980000005,101.05989050000001
Sekolah Jenis Kebangsaan (Cina) Yuh Hua,primary,education,,Public School,4.593769,101.05387900000001
Sekolah Jenis Kebangsaan (Tamil) Methodist,primary,education,,Public School,4.590871,101.06090999999999
Sekolah Kebangsaan Guru Kalgidhar,primary,education,,Public School,4.592886,101.064374
Sekolah Menengah Kebangsaan Sungai Pari,secondary,education,,Public School,4.5937019999999995,101.066725
Sekolah Menengah Kebangsaan Sri Puteri,secondary,education,,Public School,4.592912,101.066997
Kolej Tingkatan Enam Seri Ipoh,secondary,education,,Public School,4.596419,101.068867
Sekolah Jenis Kebangsaan (Tamil) Kerajaan,primary,education,,Public School,4.59238653,101.06756949999999
Sekolah Jenis Kebangsaan (Tamil) St Philomena Convent,primary,education,,Public School,4.60230573,101.06933790000001
Sekolah Menengah Kebangsaan Buntong,secondary,education,,Public School,4.586715,101.047674
Sekolah Jenis Kebangsaan (Tamil) Perak Sangeetha Sabah,primary,education,,Public School,4.597420404,101.0708597
Sekolah Kebangsaan Buntong,primary,education,,Public School,4.5869800000000005,101.04663199999999
Sekolah Kebangsaan Dato' Panglima Kinta,primary,education,,Public School,4.591497,101.06966899999999
Sekolah Menengah Kebangsaan Tarcisian Convent,cluster,education,,Public School,4.609428,101.06989
Sekolah Jenis Kebangsaan (Cina) Min Tet,primary,education,,Public School,4.582996444,101.062957
Sekolah Kebangsaan Methodist (Acs),primary,education,,Public School,4.591784,101.07194
Sekolah Kebangsaan Tarcisian Convent,cluster,education,,Public School,4.609578,101.07096700000001
Sekolah Menengah Kebangsaan Methodist (Acs),secondary,education,,Public School,4.590886,101.07278000000001
Sekolah Jenis Kebangsaan (Tamil) Chettiars,primary,education,,Public School,4.589650442,101.0732956
Sekolah Kebangsaan Silibin,primary,education,,Public School,4.6182099999999995,101.05119599999999
Sekolah Menengah Kebangsaan St. Michael,secondary,education,,Public School,4.600366,101.07722199999999
Sekolah Kebangsaan St. Michael,primary,education,,Public School,4.601903,101.077637
Sekolah Jenis Kebangsaan (Cina) Chung Shan,primary,education,,Public School,4.5908489999999995,101.07769499999999
Sekolah Jenis Kebangsaan (Cina) Perak,primary,education,,Public School,4.593030896,101.0785139
Sekolah Menengah Kebangsaan Dr Megat Khas,secondary,education,,Public School,4.614855073999999,101.0745431
Brainy Bunch - Ipoh (new),elementary,education,,Private School,4.6061086,101.0797733
Sekolah Kebangsaan Jalan Panglima Bukit Gantang,primary,education,,Public School,4.607156,101.079627
Sekolah Kebangsaan Manjoi (Satu),primary,education,,Public School,4.618595,101.07170500000001
Sekolah Kebangsaan Manjoi (Dua),primary,education,,Public School,4.618859166,101.0720727
Sekolah Menengah Kebangsaan Yuk Choy,secondary,education,,Public School,4.613052,101.07771600000001
Sekolah Menengah Kebangsaan Seri Keledang,secondary,education,,Public School,4.574314,101.046766
Sekolah Kebangsaan Coronation Park,primary,education,,Public School,4.602266999999999,101.083495
Sekolah Kebangsaan Dato' Ahmad Said Tambahan,primary,education,,Public School,4.627209,101.067524
Sekolah Menengah Kebangsaan Kg. Dato' Ahmad Said,secondary,education,,Public School,4.62801312,101.0664023
Sekolah Jenis Kebangsaan (Cina) Sam Tet,primary,education,,Public School,4.59491254,101.0874759
Kolej Vokasional Lebuh Cator,secondary,education,,Public School,4.605277,101.087281
Sekolah Jenis Kebangsaan (Cina) Wan Hwa (2),primary,education,,Public School,4.577768,101.03202900000001
Sekolah Jenis Kebangsaan (Cina) Yuk Choy,primary,education,,Public School,4.5927050430000005,101.0880097
Sekolah Jenis Kebangsaan (Cina) Wan Hwa (1),primary,education,,Public School,4.567323827,101.0472643
Sekolah Menengah Kebangsaan Anderson,secondary,education,,Public School,4.604849,101.088852
Sekolah Menengah Kebangsaan Convent,secondary,education,,Public School,4.595966000000001,101.08927800000001
Sekolah Menengah Kebangsaan Sam Tet,cluster,education,,Public School,4.594415000000001,101.089485
Sekolah Kebangsaan Cator Avenue,primary,education,,Public School,4.605052,101.090094
Sekolah Menengah Kebangsaan Raja Permaisuri Bainun,cluster,education,,Public School,4.628071688,101.07663199999999
Sekolah Jenis Kebangsaan (Cina) Jelapang,primary,education,,Public School,4.634478624,101.06049279999999
Sekolah Jenis Kebangsaan (Tamil) Menglembu,primary,education,,Public School,4.56389162,101.04380970000001
Sekolah Menengah Kebangsaan Seri Intan,secondary,education,,Public School,4.606088,101.094832
Sekolah Kebangsaan Jelapang Jaya,primary,education,,Public School,4.634638,101.075136
Kolej Tingkatan Enam Seri Putera,secondary,education,,Public School,4.606148999999999,101.096085
Sekolah Menengah Kebangsaan Jelapang Jaya,secondary,education,,Public School,4.63635812,101.07261650000001
Sekolah Kebangsaan Seri Kepayang,primary,education,,Public School,4.60649572,101.09646409999999
Maahad Al-Imam Asy Syafiee,secondary,education,,Public School,4.637782947,101.0718606
Sekolah Kebangsaan Sri Kinta,primary,education,,Public School,4.602528822,101.0985069
Sekolah Kebangsaan Seri Mutiara,primary,education,,Public School,4.63230319,101.0826627
Pusat Pakar Permata Raoofah,hospital,healthcare,,Private,4.613698,101.057501
Pusat Perubatan Unikl-Rcmp,hospital,healthcare,,Private,4.6117555,101.07510909999999
Hospital Ipoh,hospital,healthcare,,Government,4.603791999999999,101.090193
Pusat Perubatan Ar-Ridzuan,hospital,healthcare,,Private,4.6011291,101.0957733
Ipoh Specialist Hospital Sdn Bhd,hospital,healthcare,,Private,4.5948899,101.0961291
Sekolah Kebangsaan La Salle,primary,education,,Public School,4.607648999999999,101.109027
Sekolah Jenis Kebangsaan (Cina) Chung Tack,primary,education,,Public School,4.617304,101.10668000000001
Sekolah Kebangsaan Ho Seng Ong Methodist,primary,education,,Public School,4.60351277,101.1144559
Sekolah Kebangsaan Marian Convent,primary,education,,Public School,4.59818522,101.1153879
Kolej Vokasional Ipoh,secondary,education,,Public School,4.59503584,101.11560440000001
Sekolah Jenis Kebangsaan (Tamil) Kg.Simee,primary,education,,Public School,4.6174551269999995,101.1130455
Sekolah Tuanku Abdul Rahman,secondary,education,,Public School,4.597576,101.120925
Sekolah Menengah Kebangsaan Raja Chulan,secondary,education,,Public School,4.589410183,101.1242931
Sekolah Jenis Kebangsaan (Cina) Min Sin,primary,education,,Public School,4.58634175,101.1258696
Sekolah Menengah Kebangsaan Jalan Tasek,secondary,education,,Public School,4.6299660000000005,101.117525
Sekolah Kebangsaan Seri Ampang,cluster,education,,Public School,4.584,101.126254
Sekolah Kebangsaan Raja Chulan,primary,education,,Public School,4.5905309999999995,101.12953900000001
Hospital Fatimah,hospital,healthcare,,Private,4.612528,101.11226500000001
Perak Community Specialist Hospital,hospital,healthcare,,Private,4.6033469,101.119586
Pantai Hospital Ipoh,hospital,healthcare,,Private,4.6033469,101.119586
Sekolah Menengah Kebangsaan Tambun,secondary,education,,Public School,4.623032,101.14210600000001
Sekolah Kebangsaan Tambun,primary,education,,Public School,4.60805,101.140922
Sekolah Kebangsaan Perpaduan,primary,education,,Public School,4.635484,101.15065899999999
Sekolah Jenis Kebangsaan (Cina) Hing Hwa,primary,education,,Public School,4.608087678,101.13979690000001
Sekolah Kebangsaan Pakatan Jaya,primary,education,,Public School,4.639264785,101.14445620000001
Sekolah Jenis Kebangsaan (Cina) Bercham,primary,education,,Public School,4.637589,101.129044
Sekolah Menengah Kebangsaan Wira Jaya,secondary,education,,Public School,4.58595,101.137493
Sekolah Kebangsaan Wira Jaya,primary,education,,Public School,4.585242276000001,101.137528
Sekolah Kebangsaan Tasek Dermawan,primary,education,,Public School,4.639548355,101.1193229
Sekolah Menengah Kebangsaan Bercham,secondary,education,,Public School,4.641604,101.120065
Sekolah Menengah Kebangsaan Ulu Kinta,secondary,education,,Public School,4.655411,101.16994100000001
Sekolah Kebangsaan Pasukan Polis Hutan,primary,education,,Public School,4.6552413260000005,101.1712708
Sekolah Kebangsaan Tasek,primary,education,,Public School,4.638455769,101.11430159999999
Sekolah Kebangsaan Bandar Baru Putera,primary,education,,Public School,4.662933,101.144648
Klinik Desa Tambun,clinic,healthcare,,Government,4.60696,101.1419
Klinik Desa Batu 8,clinic,healthcare,,Government,4.65367,101.16192
Sekolah Jenis Kebangsaan (Cina) Kampung Tawas,primary,education,,Public School,4.64685887,101.09795279999999
Asia Metropolitan International School (AMETIS),primary,education,,International School,4.655829499999999,101.1090476
Sekolah Jenis Kebangsaan (Cina) St Michael & All Angels,primary,education,,Public School,4.649858,101.098538
Sekolah Kebangsaan Pendidikan Khas Ipoh,primary,education,,Public School,4.655194743,101.106157
Sekolah Menengah Kebangsaan Tasek Damai,secondary,education,,Public School,4.655972548,101.1042856
Sekolah Kebangsaan Tasik Damai,primary,education,,Public School,4.656515,101.103025
Sekolah Kebangsaan Seri Kelebang,primary,education,,Public School,4.656919,101.09670600000001
Sekolah Menengah Kebangsaan Bandar Baru Putra,secondary,education,,Public School,4.664555,101.144995
Sekolah Kebangsaan Tanjong Rambutan,primary,education,,Public School,4.666795523999999,101.1556185
Sekolah Jenis Kebangsaan (Cina) Tat Choi,primary,education,,Public School,4.671286,101.155666
Sekolah Jenis Kebangsaan (Tamil) Tanjong Rambutan,primary,education,,Public School,4.671155306,101.1567603
Sekolah Kebangsaan Methodist,primary,education,,Public School,4.6716120000000005,101.158172
Sekolah Kebangsaan Jelapang,primary,education,,Public School,4.650460464,101.06849799999999
Sekolah Kebangsaan Jati,primary,education,,Public School,4.656033166,101.074223
Sekolah Menengah Kebangsaan Jati,secondary,education,,Public School,4.657141,101.075061
Maahad Tahfiz Al-Quran & Akademik Bakip (Mataqab),secondary,education,,Public School,4.663799,101.090032
Tenby Schools - Ipoh,primary,education,,Private School,4.6823,101.0742
Tenby International School - Ipoh,primary,education,,International School,4.6823249,101.07418929999999
"Brainy Bunch  - Meru, Ipoh",elementary,education,,Private School,4.679776,101.079438
Sekolah Kebangsaan Meru Raya,primary,education,,Public School,4.6708870000000005,101.08964499999999
Sekolah Kebangsaan Sungai Poyan,primary,education,,Public School,4.72365,114.99123329999999
Sekolah Menengah Kebangsaan Kubong,secondary,education,,Public School,4.727,114.98141670000001
Sekolah Kebangsaan St Edmund,primary,education,,Public School,4.741016667,115.00213329999998
Sekolah Kebangsaan Batu Empat,primary,education,,Public School,4.724,115.01468329999999
Sekolah Jenis Kebangsaan (Cina) Chung Hwa Limbang,primary,education,,Public School,4.75345,115.0105
Sekolah Kebangsaan Melayu Pusat,primary,education,,Public School,4.75655,115.00823329999999
Sekolah Menengah Kebangsaan Limbang,secondary,education,,Public School,4.751133333,115.01871670000001
Sekolah Kebangsaan Limbang,primary,education,,Public School,4.7504669999999996,115.020017
Hospital Limbang,hospital,healthcare,,Government,4.76468,115.01857
Sekolah Kebangsaan Bandar Limbang,primary,education,,Public School,4.768066667,115.0182
Sekolah Jenis Kebangsaan (Cina) Yuk Hin,primary,education,,Public School,4.761493,115.028873
Sekolah Kebangsaan Limpaki,primary,education,,Public School,4.785933333,115.01848329999999
Sekolah Menengah Kebangsaan Seri Patiambun Limbang,secondary,education,,Public School,4.790783333,115.00405
Limbang Airport,airport,transportation,,Domestic,4.8100976,115.0056376
Sekolah Menengah Kebangsaan (P) Treacher Methodist,secondary,education,,Public School,4.860178475,100.7429026
Sekolah Menengah Kebangsaan King Edward Vii,secondary,education,,Public School,4.856415,100.735612
Sekolah Kebangsaan St George 1,primary,education,,Public School,4.854053641,100.7354797
Sekolah Kebangsaan King Edward Vii (1),primary,education,,Public School,4.8541957039999994,100.7389807
Sekolah Kebangsaan Sultan Yussuf Amdr,primary,education,,Public School,4.865003932,100.7508253
Sekolah Menengah Kebangsaan St. George,secondary,education,,Public School,4.852421588,100.73766859999999
Sekolah Kebangsaan Klian Pauh,cluster,education,,Public School,4.862483999999999,100.750321
Sekolah Kebangsaan Taman Panglima,primary,education,,Public School,4.873325,100.7217
Sekolah Kebangsaan Asam Kumbang,primary,education,,Public School,4.861751,100.721487
Sekolah Menengah Kebangsaan Klian Pauh,secondary,education,,Public School,4.862468196,100.7510864
Sekolah Menengah Kebangsaan Taman Panglima,secondary,education,,Public School,4.873000032,100.7206137
Sekolah Menengah Kebangsaan Darul Ridwan,secondary,education,,Public School,4.856833999999999,100.723285
Sekolah Menengah Kebangsaan Hua Lian,secondary,education,,Public School,4.861010834,100.7517344
Sekolah Jenis Kebangsaan (Cina) Hua Lian (1),primary,education,,Public School,4.853900546,100.7246521
Sekolah Jenis Kebangsaan (Cina) Hua Lian (2),primary,education,,Public School,4.853905,100.724643
Sekolah Kebangsaan Pendidikan Khas Taiping,primary,education,,Public School,4.849527221000001,100.733408
Sekolah Kebangsaan (P) Treacher Methodist,primary,education,,Public School,4.8627650000000004,100.75350999999999
Sekolah Kebangsaan King Edward Vii (2),primary,education,,Public School,4.863091572,100.7542449
Sekolah Kebangsaan Taiping,primary,education,,Public School,4.847889655,100.733928
Sekolah Kebangsaan Convent Kota,primary,education,,Public School,4.847649424,100.7376376
Sekolah Jenis Kebangsaan (Tamil) Ymha,primary,education,,Public School,4.847322,100.733438
Sekolah Menengah Kebangsaan Convent,cluster,education,,Public School,4.846426,100.736775
Sekolah Jenis Kebangsaan (Tamil) St Teresa'S Convent,primary,education,,Public School,4.846213855,100.73711
Sekolah Kebangsaan All Saints',primary,education,,Public School,4.888107,100.731399
Sekolah Jenis Kebangsaan (Cina) Phui Choi,primary,education,,Public School,4.88919,100.734247
Sekolah Kebangsaan Long Jaafar,primary,education,,Public School,4.888683143,100.72931949999999
Sekolah Menengah Sains Raja Tun Azlan Shah,secondary,education,,Public School,4.854119548,100.7550455
Sekolah Kebangsaan Taman Jana,primary,education,,Public School,4.8903235810000005,100.73828950000001
Sekolah Menengah Kebangsaan Kampung Jambu,secondary,education,,Public School,4.84386628,100.7347762
Sekolah Menengah Kebangsaan Doktor Burhanuddin,secondary,education,,Public School,4.84429,100.729431
Sekolah Kebangsaan Kampung Jambu,cluster,education,,Public School,4.843387519,100.7372196
Sabk Maahad Al-Khair Lil Banat,secondary,education,,Public School,4.888673358,100.7240183
Sekolah Menengah Kebangsaan Taman Tasik,cluster,education,,Public School,4.851559,100.75526500000001
Sekolah Menengah Kebangsaan Sri Kota,secondary,education,,Public School,4.843033246,100.73054640000001
Sekolah Kebangsaan Taman Palma,primary,education,,Public School,4.881327,100.71369200000001
Sekolah Jenis Kebangsaan (Cina) Aulong,primary,education,,Public School,4.854790663,100.712289
Sekolah Jenis Kebangsaan (Cina) Hua Lian (3),primary,education,,Public School,4.84111343,100.7425433
Sekolah Kebangsaan Convent Aulong,primary,education,,Public School,4.854088947,100.7120257
Sekolah Kebangsaan Kampung Boyan,primary,education,,Public School,4.842628943999999,100.71838259999998
Kolej Vokasional Taiping,secondary,education,,Public School,4.897609191,100.7319766
Sekolah Kebangsaan Methodist,primary,education,,Public School,4.8352129999999995,100.74238000000001
Sekolah Kebangsaan Kamunting,primary,education,,Public School,4.899259,100.724711
Sekolah Jenis Kebangsaan (Cina) Pokok Assam,primary,education,,Public School,4.830361157,100.7401313
Sekolah Kebangsaan Bukit Jana,primary,education,,Public School,4.904684,100.733085
Sekolah Menengah Kebangsaan Kamunting,secondary,education,,Public School,4.901637,100.72017199999999
Sekolah Kebangsaan Seri Aman,primary,education,,Public School,4.830229592,100.7435504
Sekolah Menengah Kebangsaan Bukit Jana,secondary,education,,Public School,4.905880501,100.7332663
Sekolah Jenis Kebangsaan (Tamil) Kamunting,primary,education,,Public School,4.903906124,100.72026679999999
Sekolah Menengah Kebangsaan Kamunting Bakti,secondary,education,,Public School,4.88223,100.695605
Columbia Asia Hospital Taiping,hospital,healthcare,,Private,4.8657096,100.7342065
Hospital Taiping,hospital,healthcare,,Government,4.851042,100.736961
Apollo Medical Centre,hospital,healthcare,,Private,4.849422,100.7362735
Taiping Medical Centre,hospital,healthcare,,Private,4.8471567,100.7324535
Klinik Desa Kampung Pinang,clinic,healthcare,,Government,4.886909999999999,100.72966
Taiping,ktm komuter,transportation,KTM Komuter Northern Sector,,4.853011,100.732446
