TargetB,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
1,1,1,1,1,25.0,25.0,25.0,25.0,19,19,9,14,10,4,7,5,F,0,35,59.15897112857484,F,1,185200.0,26,86282
1,7,38,4,17,7.0,7.0,7.37,7.0,18,126,12,34,81,6,17,33,S,1,35,39.0,M,1,185200.0,26,86282
1,9,19,5,9,5.0,4.22,4.47,4.2,18,81,13,32,58,6,17,23,S,1,16,59.15897112857484,U,0,82700.0,29,0
0,3,3,2,2,15.0,8.33,8.33,5.0,17,33,11,27,24,5,12,10,S,1,44,59.15897112857484,F,0,91300.0,31,0
1,4,13,2,3,25.0,25.0,22.69,25.0,6,113,32,53,104,7,17,28,A,0,0,62.0,F,0,93100.0,0,59321
0,2,5,0,2,18.0,15.0,12.4,14.224430812041488,18,53,12,31,39,6,6,17,A,0,8,53.0,F,1,98600.0,30,67201
1,3,16,1,6,12.0,12.0,10.38,12.0,15,80,12,32,60,5,14,23,A,1,12,56.0,F,1,138000.0,24,67201
1,8,27,6,18,5.0,3.5,3.59,3.67,17,126,12,31,75,6,17,34,S,1,16,74.0,M,1,86800.0,43,71014
1,3,38,3,14,15.0,13.0,10.11,13.0,17,89,21,35,93,4,11,20,S,1,20,72.0,M,0,107500.0,32,71014
1,6,19,5,9,10.0,10.33,10.32,10.4,17,57,32,51,85,6,17,22,S,1,20,81.0,F,0,107500.0,32,71014
0,1,17,0,9,10.0,13.0,8.53,14.224430812041488,18,113,13,32,69,5,5,27,A,1,17,44.0,F,0,98600.0,23,66944
1,5,16,4,9,16.0,16.0,12.69,16.0,19,113,13,35,73,6,17,30,S,1,17,52.0,U,0,170800.0,14,0
0,2,2,0,0,20.0,12.5,12.5,14.224430812041488,25,31,9,22,22,4,4,8,A,0,44,59.15897112857484,F,1,65300.0,33,56988
0,6,14,4,7,12.0,10.33,8.36,10.5,15,56,14,35,51,6,17,21,S,1,12,22.0,M,1,148000.0,20,87470
0,3,5,2,3,18.0,16.67,14.0,16.5,17,50,13,23,27,5,10,12,A,0,22,59.15897112857484,F,0,120500.0,16,0
1,1,1,0,0,20.0,20.0,20.0,14.224430812041488,20,20,10,17,15,4,4,6,F,1,25,65.0,M,1,96000.0,33,43191
0,2,6,2,5,15.0,15.0,10.0,15.0,16,65,14,34,49,6,16,19,A,0,27,65.0,M,1,69700.0,32,43191
0,2,4,0,2,15.0,15.0,15.0,14.224430812041488,18,45,8,25,32,4,4,13,A,0,30,47.0,M,1,61300.0,26,43191
1,3,20,1,13,10.0,6.67,5.55,5.0,18,124,12,31,74,5,13,30,A,1,30,84.0,M,1,58700.0,33,43191
1,2,13,2,8,15.0,12.5,8.77,12.5,21,113,12,28,68,5,12,25,A,1,22,78.0,M,1,110200.0,31,59014
0,3,7,1,4,25.0,21.67,18.57,20.0,19,111,13,35,65,6,17,28,A,0,17,82.0,F,0,164100.0,26,0
1,4,13,2,6,20.0,15.25,12.31,12.5,18,81,13,35,64,6,17,25,A,1,12,82.0,M,1,100800.0,30,59014
1,1,10,0,5,25.0,50.0,20.8,14.224430812041488,18,102,15,37,70,6,6,29,A,0,17,69.0,U,0,105500.0,25,0
1,3,3,2,2,15.0,15.0,15.0,15.0,20,33,12,31,29,6,15,13,A,1,40,33.0,M,1,121600.0,26,74207
0,3,3,3,3,12.0,10.67,10.67,10.67,16,23,14,25,23,6,11,9,N,1,24,53.0,F,1,184200.0,21,81157
1,2,2,2,2,20.0,16.5,16.5,16.5,24,32,9,26,24,4,11,10,A,0,22,37.0,M,0,141800.0,18,81157
0,4,29,3,11,18.0,16.0,10.03,16.0,17,128,8,25,59,4,13,22,S,1,5,85.0,M,1,112300.0,28,79730
1,7,16,5,9,5.0,5.71,5.38,5.6,15,57,13,34,50,6,17,20,A,1,22,86.0,F,1,124000.0,27,79730
1,2,21,1,13,15.0,15.0,7.62,15.0,26,130,9,26,70,4,12,29,A,1,24,63.0,M,1,125000.0,28,81739
1,5,16,4,11,5.0,4.6,4.5,4.5,18,125,12,32,65,6,17,31,S,1,24,58.0,F,1,161400.0,32,81739
1,6,7,4,5,20.0,17.5,16.43,20.0,16,41,15,35,40,6,16,15,S,1,49,59.15897112857484,M,0,54900.0,32,0
1,4,5,3,3,6.0,4.75,5.8,4.67,16,24,15,25,24,6,11,9,N,1,14,75.0,F,1,335900.0,19,114584
1,2,6,2,4,18.0,15.0,10.33,15.0,20,57,13,31,43,6,15,18,A,0,13,65.0,F,1,357300.0,32,154945
0,2,5,0,1,25.0,27.5,22.0,14.224430812041488,25,75,8,25,37,4,4,14,A,0,14,86.0,M,1,410900.0,32,154945
0,2,7,1,3,26.0,26.0,24.14,26.0,24,69,12,34,54,6,17,23,A,0,23,71.0,M,1,141300.0,38,81042
1,2,8,2,4,15.0,8.5,8.0,8.5,18,45,13,35,41,6,17,18,A,0,23,71.0,M,1,141300.0,38,81042
1,5,5,2,2,10.0,8.6,8.6,10.0,18,32,11,28,29,5,13,12,A,0,14,55.0,F,1,201600.0,32,81042
0,3,22,0,7,5.0,5.0,3.82,14.224430812041488,15,130,6,16,43,3,3,15,A,0,13,82.0,M,0,135000.0,45,76547
0,1,1,0,0,50.0,50.0,50.0,14.224430812041488,15,15,8,10,10,3,3,4,E,0,14,38.0,F,1,148100.0,27,85150
1,3,13,1,10,10.0,8.33,6.15,10.0,17,122,12,32,69,6,16,29,S,1,20,59.15897112857484,F,0,88100.0,24,0
0,4,14,4,12,15.0,10.5,6.29,10.5,24,126,11,31,69,6,16,32,A,1,24,43.0,F,1,128000.0,25,62493
0,2,2,2,2,25.0,25.0,25.0,25.0,22,29,14,28,26,6,13,11,A,0,12,59.15897112857484,F,0,128500.0,42,0
0,1,27,0,8,25.0,25.0,46.07,14.224430812041488,5,119,27,48,118,6,6,32,A,1,14,49.0,M,1,225200.0,17,100789
0,7,13,4,7,14.0,12.29,10.69,12.0,18,93,14,34,58,6,16,23,A,1,17,58.0,F,0,111500.0,26,0
1,5,10,3,6,15.0,11.0,9.2,11.67,21,53,12,33,44,6,17,18,A,1,12,28.0,F,1,149900.0,31,72594
0,6,7,3,3,15.0,12.5,12.14,16.67,17,28,12,23,23,6,12,10,A,1,3,51.0,F,1,144400.0,24,66725
0,1,7,0,3,15.0,15.0,9.71,14.224430812041488,18,97,12,24,56,4,4,21,A,0,49,59.15897112857484,M,0,78000.0,32,0
1,8,17,5,8,6.0,9.25,7.94,9.2,18,77,14,36,62,6,17,23,S,1,11,63.0,F,0,108100.0,24,73508
0,2,2,0,0,17.0,16.0,16.0,14.224430812041488,18,31,10,23,22,4,4,8,A,0,42,65.0,M,0,100800.0,22,70097
0,4,18,2,14,10.0,8.5,4.61,8.5,21,127,11,32,69,5,15,30,A,1,24,87.0,F,1,183700.0,21,86725
0,4,5,2,3,20.0,15.75,13.6,14.0,18,44,13,32,37,6,14,14,A,0,24,54.0,F,1,146700.0,31,86725
0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,12,19,18,4,7,6,F,0,22,35.0,F,1,173100.0,33,86725
0,2,3,0,1,50.0,50.0,41.67,14.224430812041488,25,52,13,30,41,6,6,16,A,0,22,43.0,F,0,132200.0,17,85253
0,2,4,1,2,25.0,15.5,9.75,25.0,18,41,13,32,31,6,14,13,A,0,24,67.0,F,1,222300.0,16,105247
1,4,6,3,4,12.0,11.0,9.83,11.33,21,41,12,31,35,6,15,14,A,0,11,55.0,M,1,157800.0,23,105247
0,2,7,1,5,20.0,20.0,12.29,20.0,20,100,13,28,60,6,12,23,A,0,14,75.0,F,1,166000.0,23,105247
0,1,3,0,1,15.0,15.0,13.33,14.224430812041488,26,75,9,23,41,4,4,16,A,0,14,46.0,F,1,174700.0,23,105247
1,4,5,2,2,10.0,10.0,10.0,10.0,17,52,6,14,21,1,5,8,E,0,15,59.15897112857484,M,0,197700.0,16,0
0,4,8,2,3,10.0,10.5,9.63,10.0,15,57,18,35,62,6,14,21,A,0,1,59.15897112857484,U,0,275000.0,32,0
0,1,1,1,1,100.0,100.0,100.0,100.0,16,16,14,19,16,5,7,6,F,0,1,59.15897112857484,M,0,275000.0,32,0
1,2,16,1,7,10.0,10.0,5.44,10.0,19,103,11,30,66,4,12,26,A,1,1,80.0,F,0,110986.29981416477,54,98951
1,4,16,2,8,10.0,9.75,9.56,11.0,18,88,6,22,60,3,12,22,A,1,1,59.15897112857484,M,0,137500.0,18,0
1,2,5,0,2,15.0,13.5,10.6,14.224430812041488,15,44,13,32,37,5,5,14,A,0,2,62.0,M,1,290600.0,18,98951
0,1,6,0,2,32.0,32.0,56.17,14.224430812041488,18,77,18,36,77,6,6,22,A,0,10,59.15897112857484,U,0,110986.29981416477,15,0
1,2,6,2,4,20.0,17.5,11.33,17.5,17,53,13,34,45,6,17,18,A,0,1,55.0,M,0,110986.29981416477,15,0
0,2,10,2,6,17.0,16.0,9.5,16.0,21,57,13,31,49,6,14,19,S,1,10,54.0,F,1,49800.0,13,30185
0,4,25,3,13,3.0,5.75,5.08,5.67,15,130,7,18,51,3,8,21,S,1,8,83.0,M,1,61800.0,30,30185
0,1,1,0,0,15.0,15.0,15.0,14.224430812041488,20,20,8,15,12,3,3,5,F,0,8,59.15897112857484,F,0,60900.0,16,30185
0,2,2,2,2,15.0,12.5,12.5,12.5,24,29,9,22,21,4,10,9,A,0,10,57.0,M,1,53300.0,23,27184
0,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,16,14,5,7,6,F,0,10,69.0,F,0,7500.0,0,27184
0,1,1,1,1,20.0,20.0,20.0,20.0,21,21,8,15,13,3,6,5,N,0,8,59.15897112857484,M,0,50700.0,22,0
1,4,15,2,11,5.0,8.75,5.27,5.0,25,128,5,23,61,3,13,26,S,1,10,71.0,F,1,52100.0,26,27184
0,1,1,0,0,15.0,15.0,15.0,14.224430812041488,15,15,7,9,9,2,2,3,E,0,10,59.15897112857484,F,0,34200.0,6,0
1,1,4,1,1,100.0,100.0,62.5,100.0,19,49,29,44,56,6,13,12,A,0,1,55.0,F,1,577800.0,28,71979
1,1,1,1,1,20.0,20.0,20.0,20.0,16,16,11,16,13,5,7,6,F,0,1,59.15897112857484,M,1,90000.0,17,122735
1,3,3,1,1,40.0,30.67,30.67,25.0,16,23,14,26,23,6,12,10,N,0,1,59.15897112857484,F,0,584600.0,32,122735
0,3,19,0,7,10.0,8.33,6.26,14.224430812041488,18,125,13,34,68,6,6,29,S,1,10,40.0,F,0,28800.0,19,27897
0,5,5,1,1,13.0,12.2,12.2,10.0,18,33,12,31,29,6,15,13,A,0,1,59.15897112857484,F,0,110986.29981416477,23,0
0,3,19,1,12,5.0,5.0,3.79,5.0,17,111,11,28,66,4,10,24,S,1,9,59.15897112857484,U,0,89100.0,31,0
0,10,12,7,7,15.0,12.7,11.58,11.14,17,36,13,30,32,6,16,14,S,1,1,45.0,F,1,110986.29981416477,22,36299
0,0,11,0,4,0.0,0.0,9.36,14.224430812041488,15,105,23,23,81,4,4,25,A,1,7,57.0,F,0,95000.0,18,0
1,5,29,3,18,5.0,6.0,5.45,5.0,17,130,15,35,99,6,16,34,S,1,7,75.0,F,1,67800.0,32,39604
1,4,4,3,3,25.0,11.25,11.25,12.67,16,33,14,30,30,6,13,11,A,0,10,59.15897112857484,M,0,30200.0,17,0
0,1,2,1,2,15.0,15.0,12.5,15.0,17,40,4,12,14,2,6,7,E,0,3,59.15897112857484,F,0,88300.0,16,0
0,2,8,2,6,50.0,47.5,39.38,47.5,17,101,12,27,75,5,15,31,A,0,8,79.0,F,0,66100.0,24,0
1,2,2,1,1,30.0,27.5,27.5,25.0,18,24,13,25,21,6,11,9,N,0,9,50.0,F,0,61900.0,27,40131
0,2,4,0,2,16.0,13.0,8.5,14.224430812041488,19,75,11,21,32,6,6,13,A,0,8,83.0,F,1,66100.0,24,40131
0,6,25,4,20,8.0,6.67,5.68,6.75,18,127,11,31,80,5,15,32,S,1,5,87.0,M,1,89200.0,46,40131
0,5,8,3,4,6.0,8.4,7.25,8.33,15,41,13,34,36,6,16,15,A,0,9,59.15897112857484,M,0,64300.0,43,40131
0,5,9,2,3,15.0,14.2,10.89,12.0,15,45,14,33,39,6,17,17,S,1,10,79.0,F,0,86500.0,14,0
1,1,1,1,1,20.0,20.0,20.0,20.0,17,17,11,16,14,5,7,6,F,1,8,59.15897112857484,F,0,58200.0,39,0
1,2,6,0,3,20.0,17.5,11.83,14.224430812041488,18,64,14,33,50,6,6,20,S,1,5,60.0,F,0,61300.0,23,41449
1,3,11,0,5,10.0,9.33,6.0,14.224430812041488,18,92,13,31,58,6,6,22,S,1,8,59.15897112857484,F,0,61300.0,23,0
0,4,15,1,6,17.0,16.0,14.07,15.0,26,67,10,32,54,5,16,22,A,1,10,47.0,M,1,65800.0,14,41449
0,2,4,1,1,25.0,25.0,25.0,25.0,18,29,14,29,28,6,14,12,A,0,10,67.0,F,1,67500.0,20,39838
1,4,22,4,12,4.0,6.5,4.45,6.5,15,122,7,18,36,4,12,18,S,1,7,78.0,F,0,81900.0,17,0
1,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,N,0,1,59.15897112857484,F,0,225000.0,12,0
1,1,3,0,2,26.0,26.0,20.67,14.224430812041488,26,67,10,27,46,5,5,17,A,0,10,72.0,F,1,43800.0,11,25265
0,4,7,3,6,15.0,12.5,10.14,11.67,18,65,13,34,49,6,16,19,A,1,8,61.0,F,0,99200.0,13,43729
0,2,11,2,6,17.0,16.0,7.64,16.0,18,104,13,35,59,6,17,26,A,0,7,55.0,M,1,99400.0,21,43729
0,4,33,1,8,50.0,50.0,47.0,50.0,15,80,35,57,120,7,18,27,S,1,0,59.15897112857484,M,0,93800.0,0,43729
0,3,3,1,2,17.0,16.67,16.67,18.0,13,20,22,27,27,8,10,10,F,0,7,68.0,M,1,95900.0,11,43729
0,1,1,0,0,25.0,25.0,25.0,14.224430812041488,18,18,11,16,13,5,5,6,F,0,4,59.15897112857484,U,0,113800.0,13,0
1,1,6,1,4,16.0,16.0,12.33,16.0,17,79,11,26,47,4,10,17,A,0,8,74.0,M,1,68200.0,35,42011
1,4,8,2,4,11.0,11.25,8.88,11.0,15,104,12,30,57,6,14,23,A,0,5,55.0,M,1,59500.0,23,42011
0,2,7,1,4,21.0,20.0,13.0,19.0,17,76,13,34,55,6,16,23,A,0,5,41.0,U,0,87200.0,19,0
1,1,4,0,1,20.0,20.0,20.0,14.224430812041488,21,100,13,30,56,6,6,22,A,0,8,62.0,F,1,56200.0,28,44965
1,2,2,2,2,16.0,13.0,13.0,13.0,23,30,10,24,22,4,10,9,A,0,8,66.0,F,1,70400.0,18,44965
0,2,2,1,1,15.0,15.0,15.0,15.0,19,24,12,23,20,6,11,9,N,0,10,69.0,M,0,57500.0,22,44965
0,2,4,1,2,38.0,35.63,29.31,33.25,15,43,13,35,41,6,17,17,A,0,5,53.0,M,1,81800.0,38,44965
1,2,12,1,5,10.0,10.0,7.58,10.0,18,93,12,32,60,6,15,25,A,0,7,77.0,M,0,105900.0,32,0
0,3,4,1,2,15.0,11.67,10.0,15.0,16,45,13,30,34,6,13,13,A,0,28,31.0,M,1,114900.0,18,59493
1,5,26,4,16,10.0,8.4,4.58,8.0,16,126,12,32,68,5,15,31,S,1,7,79.0,F,1,110500.0,25,59493
0,1,14,0,12,20.0,20.0,6.57,14.224430812041488,26,129,9,27,69,4,4,26,A,1,7,52.0,M,1,105900.0,16,59493
0,2,3,2,2,20.0,12.5,11.67,12.5,24,59,10,26,29,4,10,10,A,0,8,78.0,F,0,113100.0,19,0
1,7,9,3,4,5.0,3.86,3.56,3.0,18,41,14,31,33,6,14,13,S,1,8,51.0,M,1,57400.0,17,40935
1,8,16,3,8,5.0,5.25,5.44,5.0,15,75,13,34,58,6,17,23,S,1,8,82.0,F,1,54000.0,18,40935
0,1,2,0,0,20.0,20.0,15.0,14.224430812041488,26,39,9,28,29,4,4,12,A,0,8,44.0,M,0,56300.0,19,40935
1,2,3,0,0,20.0,15.0,12.0,14.224430812041488,18,32,12,31,28,6,6,13,A,0,8,41.0,M,1,58300.0,17,40935
0,1,1,1,1,20.0,20.0,20.0,20.0,18,18,10,15,12,4,6,5,F,0,10,57.0,M,0,56300.0,24,40935
1,4,20,3,13,10.0,12.5,7.85,10.0,17,130,25,46,115,5,15,33,A,1,30,74.0,F,1,65700.0,32,50546
1,1,6,1,4,36.0,36.0,20.83,36.0,18,89,13,32,57,6,15,23,A,0,5,69.0,M,0,109400.0,23,56916
1,3,12,1,6,6.0,12.67,8.33,14.0,15,121,16,35,70,6,15,30,A,0,10,60.0,F,0,105300.0,12,0
1,1,8,1,6,10.0,10.0,10.63,10.0,23,92,12,32,59,6,15,24,A,1,10,50.0,F,0,69800.0,23,27096
0,2,9,1,3,15.0,16.0,10.44,20.0,18,75,13,34,55,6,16,23,A,0,20,37.0,F,1,90400.0,33,54425
1,4,16,3,9,10.0,8.5,5.56,8.0,16,130,17,37,74,6,15,29,A,0,20,65.0,F,1,90400.0,33,54425
1,1,1,1,1,20.0,20.0,20.0,20.0,20,20,10,17,15,4,7,6,F,0,1,34.0,F,0,108800.0,11,0
1,4,4,2,2,10.0,10.0,10.0,10.0,15,28,12,24,25,5,11,10,A,1,4,59.15897112857484,F,0,475000.0,13,37766
0,7,33,3,13,25.0,11.0,7.1,6.67,16,113,14,36,71,6,17,30,S,1,3,47.0,F,0,296900.0,24,0
1,1,16,0,9,17.0,17.0,11.19,14.224430812041488,18,103,14,31,77,6,6,29,A,1,7,63.0,F,0,101400.0,11,37766
1,6,69,2,14,25.0,21.33,17.33,19.0,10,111,29,51,124,5,16,30,S,1,7,59.15897112857484,F,1,100000.0,30,48639
1,2,12,0,2,25.0,25.0,24.75,14.224430812041488,15,103,22,42,92,7,7,28,A,0,8,72.0,U,0,104500.0,18,0
1,6,9,3,4,7.0,7.0,7.22,7.33,18,36,12,31,31,6,16,14,A,1,8,71.0,F,1,89400.0,28,48639
1,3,12,1,6,10.0,10.67,9.75,10.0,18,79,13,32,58,6,16,24,S,1,5,79.0,F,0,106200.0,15,0
1,7,23,3,10,5.0,5.71,9.17,9.33,16,68,9,27,46,4,14,19,S,1,7,77.0,F,1,106300.0,22,48639
1,2,12,2,9,12.0,11.0,8.92,11.0,15,114,10,27,67,3,10,27,E,1,8,64.0,F,1,55300.0,21,58656
1,6,14,4,9,6.0,6.17,5.71,6.0,19,105,13,34,62,6,16,27,A,0,2,64.0,M,1,142100.0,23,58656
0,3,8,1,4,30.0,24.67,16.5,20.0,18,75,14,27,46,6,12,18,A,0,10,59.0,M,0,57500.0,23,0
0,1,10,1,9,20.0,20.0,10.5,20.0,20,113,13,31,64,6,15,28,A,1,2,45.0,M,1,135800.0,17,70789
0,3,9,2,5,5.0,10.0,10.11,10.0,18,65,13,34,55,6,16,21,S,1,2,64.0,F,1,194100.0,32,70789
1,4,11,1,5,3.0,9.25,7.55,12.0,19,124,11,28,63,5,12,27,A,0,2,82.0,M,1,135800.0,17,70789
1,2,2,1,1,15.0,12.5,12.5,10.0,18,32,10,26,24,4,11,10,A,0,10,35.0,F,0,55000.0,13,35456
0,2,3,0,1,15.0,11.0,9.0,14.224430812041488,18,38,11,29,27,5,5,11,A,0,10,49.0,F,0,68400.0,16,35456
0,5,10,4,5,8.0,5.8,5.7,5.5,19,41,13,30,35,6,15,14,A,1,9,59.15897112857484,M,0,55300.0,25,31228
0,6,21,4,11,11.0,9.67,6.86,9.5,17,124,13,35,64,6,17,30,S,1,10,39.0,F,0,56700.0,22,31228
1,2,10,0,2,15.0,12.5,9.7,14.224430812041488,19,109,15,35,72,6,6,31,A,0,7,51.0,F,1,86700.0,24,31228
0,2,6,0,3,16.0,16.0,12.67,14.224430812041488,15,69,10,27,47,3,3,17,E,0,10,57.0,F,1,56100.0,0,35000
0,2,8,1,4,25.0,25.0,16.25,25.0,15,115,12,31,65,5,14,29,A,1,10,58.0,F,1,51800.0,18,35000
1,5,10,3,4,5.0,29.2,18.6,13.0,13,43,26,47,56,5,15,15,A,1,18,43.0,F,0,107200.0,23,0
1,11,28,4,7,5.0,5.0,5.5,5.0,8,80,25,47,90,11,22,34,S,1,10,56.0,F,0,55000.0,19,19203
0,1,1,1,1,15.0,15.0,15.0,15.0,20,20,8,15,13,3,6,5,F,0,20,35.0,F,1,88300.0,35,69679
0,2,12,1,8,15.0,12.5,8.83,10.0,16,113,13,31,68,6,14,30,A,1,15,40.0,F,1,156300.0,23,58656
1,4,12,3,7,10.0,13.0,11.25,13.33,18,65,13,33,55,6,17,23,S,1,16,51.0,M,1,127900.0,22,58656
1,4,12,1,3,10.0,13.5,10.75,14.0,4,62,33,50,68,7,14,20,A,0,5,59.15897112857484,M,1,149300.0,0,58656
1,4,13,1,6,10.0,10.0,7.31,10.0,19,80,13,33,59,6,15,24,A,1,1,81.0,F,1,233300.0,17,91886
1,1,6,1,3,15.0,15.0,12.17,15.0,15,92,10,25,47,2,8,17,E,0,3,54.0,F,1,146300.0,23,48209
0,5,9,2,2,10.0,10.8,9.78,11.5,18,56,13,34,45,6,16,19,A,0,7,49.0,F,0,89100.0,8,48209
0,0,12,0,4,15.0,0.0,17.92,14.224430812041488,18,87,13,13,62,6,6,24,A,1,5,61.0,F,1,151100.0,20,48209
1,1,1,1,1,30.0,30.0,30.0,30.0,24,24,11,21,22,5,9,8,N,0,3,59.15897112857484,M,0,103100.0,19,0
1,1,6,0,5,20.0,20.0,21.17,14.224430812041488,17,88,13,31,58,6,6,22,A,1,2,56.0,F,1,134900.0,19,48209
0,1,8,0,4,17.0,17.0,14.5,14.224430812041488,26,104,10,29,63,4,4,26,A,0,3,69.0,M,0,146300.0,23,48209
0,8,13,4,5,4.0,8.25,8.46,12.5,17,45,12,34,43,6,17,17,A,0,3,62.0,U,0,186600.0,29,0
0,2,3,2,2,15.0,13.5,10.67,13.5,20,38,14,31,32,6,13,12,A,0,1,75.0,M,0,110986.29981416477,20,0
1,1,1,0,0,20.0,20.0,20.0,14.224430812041488,20,20,10,16,15,4,4,5,F,0,2,58.0,M,0,116400.0,22,56544
0,1,1,1,1,25.0,25.0,25.0,25.0,19,19,10,17,15,4,7,6,F,0,5,45.0,F,1,115200.0,24,56544
0,3,11,2,7,10.0,10.67,8.09,11.0,18,76,13,32,56,6,15,20,S,1,5,74.0,U,0,108700.0,28,0
1,4,7,3,5,5.0,9.25,7.86,10.67,6,53,20,39,48,8,16,18,A,0,0,78.0,F,1,94000.0,0,56544
1,1,16,1,9,11.0,11.0,8.56,11.0,21,139,18,36,72,6,14,27,A,1,5,31.0,M,0,91200.0,23,0
1,5,13,3,7,11.0,11.4,9.38,13.33,7,69,23,44,88,11,21,35,A,1,20,59.15897112857484,M,0,143500.0,43,0
0,3,4,1,2,10.0,15.0,13.75,10.0,16,41,14,34,35,6,15,14,A,0,17,59.15897112857484,F,0,88200.0,20,0
1,1,3,0,1,35.0,35.0,30.0,14.224430812041488,18,57,13,32,42,6,6,18,A,0,18,54.0,M,1,92700.0,23,53637
0,4,15,3,12,5.0,5.25,4.73,5.0,17,122,12,31,65,6,15,28,S,1,16,28.0,M,0,85500.0,32,40883
1,7,24,3,12,6.0,5.0,4.67,4.67,15,124,12,30,70,5,13,27,S,1,0,59.15897112857484,M,0,68000.0,0,0
1,9,15,5,6,10.0,7.67,7.93,8.4,13,42,32,53,57,8,18,17,S,1,0,87.0,F,1,85200.0,0,64766
0,2,9,1,4,22.0,21.0,13.0,20.0,18,84,13,33,58,6,15,23,S,1,16,87.0,F,0,56800.0,31,36059
1,3,9,3,8,15.0,13.0,9.33,13.0,17,114,13,33,67,6,15,29,A,0,41,63.0,M,1,61100.0,31,55548
0,3,8,3,6,10.0,23.67,17.75,23.67,17,88,12,32,58,6,17,25,S,1,27,70.0,F,1,72500.0,34,46712
1,2,5,0,2,20.0,17.5,14.0,14.224430812041488,17,75,13,29,48,6,6,18,A,0,46,81.0,F,0,51200.0,16,43714
1,3,3,1,1,11.0,7.67,7.67,5.0,18,24,12,23,20,6,11,9,N,0,51,51.0,F,0,30200.0,36,40079
0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,7,17,15,3,7,6,N,0,42,73.0,M,1,90000.0,42,55179
0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,F,0,45,48.0,F,1,53200.0,27,45746
0,4,17,3,13,20.0,21.75,15.29,22.33,18,124,14,35,78,6,16,32,S,1,49,55.0,M,1,48800.0,31,43346
0,2,12,2,9,20.0,20.0,9.08,20.0,24,125,11,28,66,6,14,29,A,1,45,59.15897112857484,M,0,31700.0,31,0
1,5,10,3,5,10.0,8.0,8.9,8.33,18,54,13,35,46,6,17,19,A,1,45,74.0,F,0,44500.0,41,41535
0,3,10,2,7,10.0,10.67,7.5,11.0,18,101,15,34,64,6,15,24,A,0,44,37.0,M,1,54800.0,31,41535
1,6,32,2,13,12.0,11.33,10.72,11.5,18,109,15,37,76,6,17,30,S,1,36,45.0,M,1,60400.0,31,57075
0,5,15,1,8,10.0,9.6,8.0,10.0,17,122,14,34,75,6,16,30,S,1,5,85.0,M,0,74700.0,27,0
1,13,39,8,21,3.0,3.15,2.58,2.63,15,130,14,33,80,6,17,35,S,1,44,59.15897112857484,M,0,71600.0,33,0
0,2,4,0,2,20.0,15.0,11.5,14.224430812041488,15,45,9,26,32,3,3,12,E,0,42,56.0,M,1,76200.0,26,49747
1,2,28,1,11,10.0,13.5,8.07,13.0,26,124,5,21,58,2,10,24,A,1,35,59.0,F,1,81800.0,42,46887
1,4,9,3,5,7.0,6.75,8.22,6.67,17,89,13,31,59,6,14,23,A,0,36,60.0,M,1,65200.0,35,46887
0,3,8,0,4,15.0,12.33,9.0,14.224430812041488,15,81,14,31,58,6,6,20,S,1,41,35.0,M,1,26000.0,25,46887
1,2,11,2,8,30.0,27.5,21.09,27.5,16,76,8,17,33,4,11,17,S,1,38,59.15897112857484,F,0,102800.0,24,0
0,2,15,1,10,15.0,15.0,7.27,15.0,19,126,13,33,74,5,14,29,A,1,45,59.15897112857484,M,0,44700.0,34,0
1,2,2,1,1,15.0,10.0,10.0,15.0,21,27,12,24,22,5,11,9,A,0,46,45.0,F,1,73900.0,33,50395
0,4,8,2,3,10.0,7.0,5.25,6.5,19,45,12,33,40,6,16,16,A,0,41,33.0,F,1,32000.0,37,44777
1,6,6,3,3,9.0,10.17,10.17,12.0,20,32,12,26,25,6,13,11,A,1,41,45.0,F,1,37700.0,35,44777
1,8,32,6,15,6.0,5.88,5.94,6.5,19,92,15,36,73,7,18,28,S,1,44,72.0,F,1,76500.0,26,65091
1,2,18,1,11,10.0,16.0,10.61,17.0,5,130,23,41,99,6,14,31,S,1,53,36.0,M,1,29100.0,42,39562
1,1,2,0,1,25.0,25.0,37.5,14.224430812041488,18,44,14,33,37,6,6,15,A,0,46,59.15897112857484,M,0,60600.0,34,61929
0,2,5,1,3,10.0,12.5,7.2,10.0,16,69,13,25,38,5,10,13,A,0,44,81.0,F,1,70700.0,33,61929
1,1,3,1,1,20.0,20.0,16.67,20.0,16,23,15,22,20,6,10,8,N,0,40,51.0,F,0,88600.0,26,0
1,4,17,2,9,5.0,3.75,3.12,4.0,17,126,12,29,63,5,12,26,A,1,16,64.0,M,1,57600.0,33,37320
0,7,31,4,18,11.0,11.14,6.68,12.0,18,113,15,36,81,6,17,30,S,1,30,79.0,F,1,37100.0,24,37320
